date,cases,new_cases,cases_avg7,cases_avg7_pc,cases_avg14,cases_avg14_pc,deaths,new_deaths,deaths_avg7,deaths_avg7_pc,deaths_avg14,deaths_avg14_pc,tot_pop
2020-02-24,43,13,2.5714285714285716,7.798695337800028e-6,2.1428571428571432,6.498912781500024e-6,0,0,0,0,0,0,329725481
2020-02-25,45,2,2.857142857142857,8.665217042000032e-6,2.2857142857142856,6.932173633600024e-6,0,0,0,0,0,0,329725481
2020-02-26,60,15,5,1.5164129823500053e-5,3.285714285714286,9.964999598300036e-6,0,0,0,0,0,0,329725481
2020-02-27,60,0,4.714285714285714,1.4297608119300051e-5,3.214285714285714,9.748369172250033e-6,0,0,0,0,0,0,329725481
2020-02-28,65,5,5,1.5164129823500053e-5,3.5714285714285716,1.0831521302500038e-5,0,0,0,0,0,0,329725481
2020-02-29,70,5,5.714285714285714,1.7330434084000063e-5,3.9285714285714284,1.191467343275004e-5,1,1,0.14285714285714288,4.3326085210000153e-7,0.14285714285714288,4.3326085210000153e-7,329725481
2020-03-01,88,18,8.285714285714286,2.5129129421800092e-5,5.2142857142857135,1.5814021101650054e-5,3,2,0.42857142857142855,1.2997825563000045e-6,0.42857142857142855,1.2997825563000045e-6,329725481
2020-03-02,104,16,8.714285714285714,2.642891197810009e-5,5.642857142857143,1.711380365795006e-5,6,3,0.8571428571428571,2.599565112600009e-6,0.8571428571428571,2.599565112600009e-6,329725481
2020-03-03,125,21,11.428571428571429,3.4660868168000126e-5,7.142857142857143,2.1663042605000076e-5,10,4,1.4285714285714284,4.332608521000015e-6,1.4285714285714284,4.332608521000015e-6,329725481
2020-03-04,161,36,14.428571428571427,4.3759346062100145e-5,9.714285714285714,2.94617379428001e-5,12,2,1.7142857142857142,5.199130225200018e-6,1.7142857142857142,5.199130225200018e-6,329725481
2020-03-05,228,67,24,7.278782315280026e-5,14.357142857142854,4.3542715636050145e-5,12,0,1.7142857142857142,5.199130225200018e-6,1.7142857142857142,5.199130225200018e-6,329725481
2020-03-06,311,83,35.142857142857146,1.0658216961660039e-4,20.071428571428573,6.087314972005022e-5,15,3,2.142857142857143,6.4989127815000224e-6,2.142857142857143,6.4989127815000224e-6,329725481
2020-03-07,428,117,51.142857142857146,1.5510738505180053e-4,28.428571428571434,8.621890956790032e-5,19,4,2.5714285714285716,7.798695337800028e-6,2.5714285714285716,7.798695337800028e-6,329725481
2020-03-08,547,119,65.57142857142857,1.988667311139007e-4,36.92857142857142,1.1199793026785037e-4,22,3,2.7142857142857144,8.231956189900028e-6,2.7142857142857144,8.231956189900028e-6,329725481
2020-03-09,748,201,92,2.7901998875240095e-4,50.35714285714286,1.5272445036525054e-4,26,4,2.857142857142857,8.665217042000032e-6,2.857142857142857,8.665217042000032e-6,329725481
2020-03-10,1018,270,127.57142857142858,3.8690194092530137e-4,69.5,2.1078140454665074e-4,31,5,3,9.098477894100032e-6,3,9.098477894100032e-6,329725481
2020-03-11,1263,245,157.42857142857142,4.774534590142016e-4,85.92857142857142,2.6060640253815085e-4,37,6,3.5714285714285716,1.0831521302500038e-5,3.5714285714285716,1.0831521302500038e-5,329725481
2020-03-12,1668,405,205.71428571428572,6.238956270240021e-4,114.85714285714283,3.4834172508840116e-4,43,6,4.428571428571429,1.3431086415100047e-5,4.428571428571429,1.3431086415100047e-5,329725481
2020-03-13,2221,553,272.85714285714283,8.275282275110028e-4,154,4.6705519856380165e-4,50,7,5,1.5164129823500053e-5,5,1.5164129823500053e-5,329725481
2020-03-14,2893,672,352.14285714285717,0.0010679880004265039,201.64285714285717,6.115476927391522e-4,60,10,5.857142857142857,1.7763694936100062e-5,5.857142857142857,1.7763694936100062e-5,329725481
2020-03-15,3591,698,434.85714285714283,0.0013188460337924047,250.2142857142857,7.588563824531526e-4,68,8,6.571428571428571,1.992999919660007e-5,6.571428571428571,1.992999919660007e-5,329725481
