date,cases,new_cases,cases_avg7,cases_avg7_pc,cases_avg14,cases_avg14_pc,deaths,new_deaths,deaths_avg7,deaths_avg7_pc,deaths_avg14,deaths_avg14_pc,tot_pop
2020-10-19,8215708,64565,58832.142857142855,0.17842765041608313,54581.71428571428,0.16553684028355176,219200,512,723,0.0021927331724781074,723,0.0021927331724781074,329725481
2020-10-20,8275475,59767,59657.71428571428,0.18093146488036901,55824.642857142855,0.16930642632724785,220128,928,738.1428571428571,0.0022386588228007075,738.1428571428571,0.0022386588228007075,329725481
2020-10-21,8339443,63968,60395.71428571428,0.18316969044231765,56612.71428571428,0.1716965098178575,221329,1201,766.1428571428571,0.002323577949812308,766.1428571428571,0.002323577949812308,329725481
2020-10-22,8414272,74829,61843.57142857143,0.18756078917835114,57972.78571428572,0.17582136976027557,222147,818,770,0.002335275992819008,770,0.002335275992819008,329725481
2020-10-23,8497534,83262,63734.42857142857,0.19329542981674677,59755.142857142855,0.18122694878150122,223069,922,776.8571428571429,0.0023560725137198083,776.8571428571429,0.0023560725137198083,329725481
2020-10-24,8575783,78249,67411.28571428571,0.20444669762809659,61693.92857142857,0.1871069484357764,223936,867,804.2857142857143,0.0024392585973230085,804.2857142857143,0.0024392585973230085,329725481
2020-10-25,8634234,58451,69013,0.20930441830184185,62693.71428571428,0.19013912450919826,224268,332,797.1428571428571,0.0024175955547180083,797.1428571428571,0.0024175955547180083,329725481
2020-10-26,8708114,73880,70343.71428571429,0.21334024313915337,64587.92857142857,0.19588394677761825,224798,530,799.7142857142857,0.002425394250055808,799.7142857142857,0.002425394250055808,329725481
2020-10-27,8782054,73940,72368.42857142857,0.21948084919596664,66013.07142857143,0.20020615703816788,225777,979,807,0.0024474905535129083,807,0.0024474905535129083,329725481
2020-10-28,8863796,81742,74907.57142857143,0.22718162758119212,67651.64285714286,0.20517565901175486,226789,1012,780,0.0023656042524660085,780,0.0023656042524660085,329725481
2020-10-29,8953171,89375,76985.57142857143,0.2334838399358387,69414.57142857143,0.21052231455709497,227790,1001,806.1428571428571,0.002444890988400308,806.1428571428571,0.002444890988400308,329725481
2020-10-30,9052006,98835,79210.28571428571,0.240231011185592,71472.35714285714,0.21676322050116942,228751,961,811.7142857142857,0.0024617881616322084,811.7142857142857,0.0024617881616322084,329725481
2020-10-31,9135761,83755,79996.85714285714,0.24261654543725467,73704.07142857143,0.22353162153267564,229587,836,807.2857142857143,0.0024483570752171085,807.2857142857143,0.0024483570752171085,329725481
2020-11-01,9209410,73649,82168,0.2492012438674705,75590.5,0.22925283108465613,230005,418,819.5714285714286,0.0024856175084977086,819.5714285714286,0.0024856175084977086,329725481
2020-11-02,9301902,92492,84826.85714285714,0.2572650948467557,77585.28571428571,0.23530266899295452,230538,533,820,0.0024869172910540085,820,0.0024869172910540085,329725481
2020-11-03,9393419,91517,87337.85714285714,0.26488052084411745,79853.14285714286,0.24218068502004203,231663,1125,840.8571428571429,0.002550173375460609,840.8571428571429,0.002550173375460609,329725481
2020-11-04,9501326,107907,91075.71428571429,0.276216791039314,82991.64285714286,0.251699209310253,233267,1604,925.4285714285714,0.00280666379990381,925.4285714285714,0.00280666379990381,329725481
2020-11-05,9622178,120852,95572.42857142857,0.28985454288086565,86279,0.2616691914083522,234370,1103,940,0.00285085640681801,940,0.00285085640681801,329725481
2020-11-06,9753821,131643,100259.28571428571,0.30406896491656255,89734.78571428571,0.27214998805107726,235606,1236,979.2857142857142,0.0029700031411455103,979.2857142857142,0.0029700031411455103,329725481
2020-11-07,9878724,124903,106137.57142857143,0.32189678245877346,93067.21428571429,0.2822566639480141,236613,1007,1003.7142857142857,0.0030440907468546104,1003.7142857142857,0.0030440907468546104,329725481
2020-11-08,9981954,103230,110363.42857142857,0.3347130717247435,96265.71428571429,0.29195715779610704,237067,454,1008.8571428571429,0.003059688137530211,1008.8571428571429,0.003059688137530211,329725481
2020-11-09,10111524,129570,115660.28571428571,0.3507775175989074,100243.57142857143,0.3040213062228316,237800,733,1037.4285714285713,0.0031463403079502105,1037.4285714285713,0.0031463403079502105,329725481
2020-11-10,10250810,139286,122484.42857142857,0.37147395524287236,104911.14285714286,0.3181772380434949,239256,1456,1084.7142857142858,0.0032897496499953117,1084.7142857142858,0.0032897496499953117,329725481
2020-11-11,10393323,142513,127428.14285714286,0.38646738029064504,109251.92857142857,0.33134208566497947,240675,1419,1058.2857142857142,0.003209596392356811,1058.2857142857142,0.003209596392356811,329725481
2020-11-12,10555547,162224,133338.42857142858,0.40439224826372633,114455.42857142857,0.347123395572296,241839,1164,1067,0.003236025304334911,1067,0.003236025304334911,329725481
2020-11-13,10736289,180742,140352.57142857142,0.4256649228409843,120305.92857142857,0.3648669438787734,243223,1384,1088.142857142857,0.0033001479104457112,1088.142857142857,0.0033001479104457112,329725481
2020-11-14,10894661,158372,145133.85714285713,0.4401657302999192,125635.71428571429,0.3810312563793464,244426,1203,1116.142857142857,0.0033850670374573114,1116.142857142857,0.0033850670374573114,329725481
2020-11-15,11029140,134479,149598,0.45370469866719215,129980.71428571429,0.3942088851959679,245035,609,1138.2857142857142,0.003452222469532812,1138.2857142857142,0.003452222469532812,329725481
2020-11-16,11194913,165773,154769.85714285713,0.4693900412957685,135215.07142857142,0.4100837794473379,245818,783,1145.4285714285713,0.0034738855121378117,1145.4285714285713,0.0034738855121378117,329725481
2020-11-17,11355899,160986,157869.85714285713,0.47879180178633857,140177.14285714287,0.4251328785146055,247414,1596,1165.4285714285713,0.0035345420314318123,1165.4285714285713,0.0035345420314318123,329725481
2020-11-18,11527729,171830,162058,0.4914937101873543,144743.07142857142,0.43898054523899965,249318,1904,1234.7142857142858,0.0037446735447003135,1234.7142857142858,0.0037446735447003135,329725481
2020-11-19,11714640,186911,165584.7142857143,0.5021896208431471,149461.57142857142,0.45329093455343666,251267,1949,1346.857142857143,0.004084783313598814,1346.857142857143,0.004084783313598814,329725481
2020-11-20,11912546,197906,168036.7142857143,0.5096261101085915,154194.64285714287,0.4676455164747879,253213,1946,1427.142857142857,0.0043282759124790154,1427.142857142857,0.0043282759124790154,329725481
2020-11-21,12083371,170825,169815.7142857143,0.5150215074997928,157474.7857142857,0.477593618899856,254617,1404,1455.857142857143,0.004415361343751115,1455.857142857143,0.004415361343751115,329725481
2020-11-22,12223029,139658,170555.57142857142,0.5172653654528186,160076.7857142857,0.48548503206000543,255452,835,1488.142857142857,0.004513278296325716,1488.142857142857,0.004513278296325716,329725481
2020-11-23,12401855,178826,172420.2857142857,0.5229207193552801,163595.07142857142,0.4961553803255243,256475,1023,1522.4285714285713,0.004617260900829716,1522.4285714285713,0.004617260900829716,329725481
2020-11-24,12579298,177443,174771.2857142857,0.5300508931982898,166320.57142857142,0.5044213474923142,258677,2202,1609,0.004879816977202317,1609,0.004879816977202317,329725481
2020-11-25,12759661,180363,175990.2857142857,0.5337479080492591,169024.14285714287,0.5126208091183068,260974,2297,1665.142857142857,0.005050088492077618,1665.142857142857,0.005050088492077618,329725481
2020-11-26,12862111,102450,163924.42857142858,0.4971542632200409,164754.57142857142,0.49967194203159393,262133,1159,1552.2857142857142,0.004707812418918616,1552.2857142857142,0.004707812418918616,329725481
2020-11-27,13066478,204367,164847.42857142858,0.49995356158545895,166442.07142857142,0.5047898358470252,263537,1404,1474.857142857143,0.004472985037080416,1474.857142857143,0.004472985037080416,329725481
2020-11-28,13216950,150472,161939.85714285713,0.49113540346266754,165877.7857142857,0.5030784554812302,264722,1185,1443.5714285714287,0.004378100910470515,1443.5714285714287,0.004378100910470515,329725481
2020-11-29,13352911,135961,161411.7142857143,0.48953363809245387,165983.64285714287,0.5033995017726364,265529,807,1439.5714285714287,0.004365969606611716,1439.5714285714287,0.004365969606611716,329725481
2020-11-30,13519690,166779,159690.7142857143,0.4843141446072052,166055.5,0.5036174319812426,266787,1258,1473.142857142857,0.004467785906855215,1473.142857142857,0.004467785906855215,329725481
2020-12-01,13703100,183410,160543.14285714287,0.4868994121116859,167657.2142857143,0.5084751526549878,269379,2592,1528.857142857143,0.004636757639174216,1528.857142857143,0.004636757639174216,329725481
2020-12-02,13903814,200714,163450.42857142858,0.49571670371277304,169720.35714285713,0.514732305881016,272243,2864,1609.857142857143,0.004882416542314917,1609.857142857143,0.004882416542314917,329725481
2020-12-03,14121133,217319,179860.2857142857,0.5454849445326481,171892.35714285713,0.5213196038763445,275088,2845,1850.7142857142858,0.00561289433895552,1850.7142857142858,0.00561289433895552,329725481
2020-12-04,14351968,230835,183641.42857142858,0.556952492766031,174244.42857142858,0.5284530271757449,277707,2619,2024.2857142857142,0.006139306274257021,2024.2857142857142,0.006139306274257021,329725481
2020-12-05,14556723,204755,191396.14285714287,0.5804711916005754,176668,0.5358032975316215,279885,2178,2166.1428571428573,0.006569534300392323,2166.1428571428573,0.006569534300392323,329725481
2020-12-06,14727478,170755,196366.7142857143,0.5955460696885427,178889.2142857143,0.5425398538904983,280989,1104,2208.5714285714284,0.006698212773466023,2208.5714285714284,0.006698212773466023,329725481
2020-12-07,14930996,203518,201615.14285714287,0.6114636401338447,180652.92857142858,0.547888892370525,282512,1523,2246.4285714285716,0.006813026899272524,2246.4285714285716,0.006813026899272524,329725481
2020-12-08,15149976,218980,206696.57142857142,0.6268747286430417,183619.85714285713,0.5568870703773638,285330,2818,2278.714285714286,0.006910943851847124,2278.714285714286,0.006910943851847124,329725481
2020-12-09,15369013,219037,209314.14285714287,0.6348133672360702,186382.2857142857,0.5652650354744216,288472,3142,2318.4285714285716,0.007031390368730925,2318.4285714285716,0.007031390368730925,329725481
2020-12-10,15594191,225178,210436.85714285713,0.6382183642727239,195148.57142857142,0.5918516544026861,291392,2920,2329.1428571428573,0.007063884932638425,2329.1428571428573,0.007063884932638425,329725481
2020-12-11,15872578,278387,217230,0.6588207843117834,200435.7142857143,0.6078866385389071,294336,2944,2375.5714285714284,0.007204694709570925,2375.5714285714284,0.007204694709570925,329725481
2020-12-12,16079378,206800,217522.14285714287,0.6597068027543279,204459.14285714287,0.6200889971774516,296572,2236,2383.8571428571427,0.007229823838992724,2383.8571428571427,0.007229823838992724,329725481
2020-12-13,16262873,183495,219342.14285714287,0.6652265460100819,207854.42857142858,0.6303863078493124,297922,1350,2419,0.007336406008609325,2419,0.007336406008609325,329725481
2020-12-14,16463157,200284,218880.14285714287,0.6638253804143904,210247.64285714287,0.6376445102741176,299589,1667,2439.5714285714284,0.007398795571311725,2439.5714285714284,0.007398795571311725,329725481
2020-12-15,16665843,202686,216552.42857142858,0.6567658280902731,211624.5,0.6418202783666573,302602,3013,2467.4285714285716,0.007483281437471226,2467.4285714285716,0.007483281437471226,329725481
2020-12-16,16910384,244541,220195.85714285713,0.6678157128622314,214755,0.6513145400491508,306195,3593,2531.8571428571427,0.0076786820817683265,2531.8571428571427,0.0076786820817683265,329725481
2020-12-17,17146963,236579,221824.57142857142,0.6727553198370235,216130.7142857143,0.6554868420548738,309482,3287,2584.285714285714,0.007837688814489027,2584.285714285714,0.007837688814489027,329725481
2020-12-18,17396738,249775,217737.14285714287,0.6603588603367384,217483.57142857142,0.6595898223242608,312342,2860,2572.285714285714,0.007801294902912627,2572.285714285714,0.007801294902912627,329725481
2020-12-19,17589549,192811,215738.7142857143,0.6542979742767113,216630.42857142858,0.6570023885155196,314894,2552,2617.4285714285716,0.007938205332176228,2617.4285714285716,0.007938205332176228,329725481
2020-12-20,17768223,178674,215050,0.6522092237087372,217196.07142857142,0.6587178848594095,316297,1403,2625,0.007961168157337528,2625,0.007961168157337528,329725481
2020-12-21,17969315,201092,215165.42857142858,0.652559298477234,217022.7857142857,0.6581923394458122,318245,1948,2665.1428571428573,0.008082914456777628,2665.1428571428573,0.008082914456777628,329725481
2020-12-22,18169876,200561,214861.85714285713,0.6516386191665215,215707.14285714287,0.6542022236283973,321475,3230,2696.1428571428573,0.008176932061683328,2696.1428571428573,0.008176932061683328,329725481
2020-12-23,18397045,227169,212380.14285714287,0.6441120116438404,216288,0.6559638622530358,324870,3395,2667.8571428571427,0.008091146412967527,2667.8571428571427,0.008091146412967527,329725481
2020-12-24,18590164,193119,206171.57142857142,0.6252824950115743,213998.07142857142,0.6490189074242989,327678,2808,2599.4285714285716,0.007883614464811627,2599.4285714285716,0.007883614464811627,329725481
2020-12-25,18690465,100301,184818.14285714287,0.5605212624047787,201277.64285714287,0.6104400613707585,328798,1120,2350.8571428571427,0.007129740582157624,2350.8571428571427,0.007129740582157624,329725481
2020-12-26,18906302,215837,188107.57142857142,0.5704975267852332,201923.14285714287,0.6123977505309723,330444,1646,2221.4285714285716,0.006737206250155024,2221.4285714285716,0.006737206250155024,329725481
2020-12-27,19057606,151304,184197.57142857142,0.5586391772632563,199623.7857142857,0.6054242004859968,331661,1217,2194.8571428571427,0.0066566197316644225,2194.8571428571427,0.0066566197316644225,329725481
2020-12-28,19246174,188568,182408.42857142858,0.5532130183515558,198786.92857142858,0.602886158414395,333549,1888,2186.285714285714,0.006630624080538423,2186.285714285714,0.006630624080538423,329725481
2020-12-29,19445060,198886,182169.14285714287,0.5524873064242883,198515.5,0.6020629627954049,337173,3624,2242.5714285714284,0.006801328856265824,2242.5714285714284,0.006801328856265824,329725481
2020-12-30,19673865,228805,182402.85714285713,0.553196121178324,197391.5,0.5986540664110821,340957,3784,2298.1428571428573,0.006969867327732725,2298.1428571428573,0.006969867327732725,329725481
2020-12-31,19904456,230591,187756,0.5694312718282152,196963.7857142857,0.5973568834198947,344399,3442,2388.714285714286,0.007244554707964125,2388.714285714286,0.007244554707964125,329725481
2021-01-01,20050927,146471,194351.7142857143,0.5894349253696722,189584.92857142858,0.5749780938872254,346301,1902,2500.4285714285716,0.007583364694306327,2500.4285714285716,0.007583364694306327,329725481
2021-01-02,20341653,290726,205050.14285714287,0.6218813973225893,196578.85714285713,0.5961894620539112,348668,2367,2603.4285714285716,0.007895745768670427,2603.4285714285716,0.007895745768670427,329725481
2021-01-03,20543195,201542,212227,0.6436475560103891,198212.2857142857,0.6011433666368227,350000,1332,2619.8571428571427,0.007945570766661926,2619.8571428571427,0.007945570766661926,329725481
2021-01-04,20794372,251177,221171.14285714287,0.6707735846995181,201789.7857142857,0.611993301525537,352039,2039,2641.4285714285716,0.008010993155329028,2641.4285714285716,0.008010993155329028,329725481
2021-01-05,21028861,234489,226257.2857142857,0.6861989708168345,204213.2142857143,0.6193431386205613,355721,3682,2649.714285714286,0.008036122284750829,2649.714285714286,0.008036122284750829,329725481
2021-01-06,21284511,255650,230092.2857142857,0.6978298583914591,206247.57142857142,0.6255129897848914,359677,3956,2674.285714285714,0.008110643151312028,2674.285714285714,0.008110643151312028,329725481
2021-01-07,21564550,280039,237156.2857142857,0.7192537410060998,212456.14285714287,0.6443425064171575,363772,4095,2767.5714285714284,0.00839356248773333,2767.5714285714284,0.00839356248773333,329725481
2021-01-08,21863145,298595,258888.2857142857,0.7851631148709605,226620,0.6872990201203164,367662,3890,3051.5714285714284,0.00925488506170813,3051.5714285714284,0.00925488506170813,329725481
2021-01-09,22114496,251351,253263.2857142857,0.768103468819523,229156.7142857143,0.6949924330710561,370897,3235,3175.5714285714284,0.009630955481330934,3175.5714285714284,0.009630955481330934,329725481
2021-01-10,22322294,207798,254157,0.7708139487102607,233192,0.7072307523603248,372660,1763,3237.1428571428573,0.009817690908586035,3237.1428571428573,0.009817690908586035,329725481
2021-01-11,22548250,225956,250554,0.7598866767594464,235862.57142857142,0.7153301307294823,374696,2036,3236.714285714286,0.009816391126029734,3236.714285714286,0.009816391126029734,329725481
2021-01-12,22777135,228885,249753.42857142858,0.7574586829442781,238005.35714285713,0.7218288268805562,379098,4402,3339.5714285714284,0.010128338939541735,3339.5714285714284,0.010128338939541735,329725481
2021-01-13,23006233,229098,245960.2857142857,0.7459547407993188,238026.2857142857,0.7218922995953889,383014,3916,3333.8571428571427,0.010111008505457734,3333.8571428571427,0.010111008505457734,329725481
2021-01-14,23245565,239332,240145,0.7283179912928841,238650.64285714287,0.723785866149492,386974,3960,3314.5714285714284,0.010052518290424235,3314.5714285714284,0.010052518290424235,329725481
2021-01-15,23484263,238698,231588.2857142857,0.7023669660346502,245238.2857142857,0.7437650404528053,390709,3735,3292.4285714285716,0.009985362858348735,3292.4285714285716,0.009985362858348735,329725481
2021-01-16,23685880,201617,224483.42857142858,0.6808191708163088,238873.35714285713,0.7244613198179158,394038,3329,3305.8571428571427,0.010026089378446134,3305.8571428571427,0.010026089378446134,329725481
2021-01-17,23855019,169139,218960.7142857143,0.6640697395349748,236558.85714285713,0.7174418441226177,395767,1729,3301,0.010011358509474735,3301,0.010011358509474735,329725481
2021-01-18,23995593,140574,206763.2857142857,0.6270770614609724,228658.64285714287,0.6934818691102095,397207,1440,3215.8571428571427,0.009753135041623133,3215.8571428571427,0.009753135041623133,329725481
2021-01-19,24182049,186456,200702,0.6086942367672215,225227.7142857143,0.6830764598557497,399978,2771,2982.8571428571427,0.009046486591848032,2982.8571428571427,0.009046486591848032,329725481
2021-01-20,24367375,185326,194448.85714285713,0.5897295427491002,220204.57142857142,0.6678421417742095,404344,4366,3047.1428571428573,0.009241453975293034,3047.1428571428573,0.009241453975293034,329725481
2021-01-21,24557629,190254,187437.7142857143,0.5684659666497364,213791.35714285713,0.6483919789713102,408464,4120,3070,0.009310775711629032,3070,0.009310775711629032,329725481
2021-01-22,24748605,190976,180620.2857142857,0.5477898922658201,206104.2857142857,0.6250784291502351,412166,3702,3065.285714285714,0.00929647810350973,3065.285714285714,0.00929647810350973,329725481
2021-01-23,24915711,167106,175690.14285714287,0.532837626998997,200086.7857142857,0.6068283989076528,415478,3312,3062.8571428571427,0.009289112669024031,3062.8571428571427,0.009289112669024031,329725481
2021-01-24,25044432,128721,169916.14285714287,0.5153260898788191,194438.42857142858,0.5896979147068969,417291,1813,3074.8571428571427,0.009325506580600431,3074.8571428571427,0.009325506580600431,329725481
2021-01-25,25200424,155992,172118.7142857143,0.5220061056964969,189441,0.5745415835787347,419192,1901,3140.714285714286,0.009525239833418533,3140.714285714286,0.009525239833418533,329725481
2021-01-26,25350552,150128,166929,0.506266605461408,183815.5,0.5574804211143148,423285,4093,3329.5714285714284,0.010098010679894735,3329.5714285714284,0.010098010679894735,329725481
2021-01-27,25506145,155593,162681.42857142858,0.4933844605459187,178565.14285714287,0.5415570016475095,427376,4091,3290.285714285714,0.009978863945567235,3290.285714285714,0.009978863945567235,329725481
2021-01-28,25672008,165863,159197,0.4828167951023476,173317.35714285713,0.525641380876042,431237,3861,3253.285714285714,0.009866649384873333,3253.285714285714,0.009866649384873333,329725481
2021-01-29,25836175,164167,155367.14285714287,0.4712015049183987,167993.7142857143,0.5094956985921094,434826,3589,3237.1428571428573,0.009817690908586035,3237.1428571428573,0.009817690908586035,329725481
2021-01-30,25969530,133355,150545.57142857142,0.4565785178991715,163117.85714285713,0.4947080724490842,437456,2630,3139.714285714286,0.009522207007453834,3139.714285714286,0.009522207007453834,329725481
2021-01-31,26083351,113821,148417,0.4501229312028815,159166.57142857142,0.48272451054085025,439314,1858,3146.1428571428573,0.009541703745798335,3146.1428571428573,0.009541703745798335,329725481
2021-02-01,26224302,140951,146268.2857142857,0.4436062547264453,159193.5,0.48280618021147115,441257,1943,3152.1428571428573,0.009559900701586535,3152.1428571428573,0.009559900701586535,329725481
2021-02-02,26339261,114959,141244.14285714287,0.42836890381894044,154086.57142857142,0.4673177546401742,444858,3601,3081.8571428571427,0.009346736362353333,3081.8571428571427,0.009346736362353333,329725481
2021-02-03,26459296,120035,136164.42857142858,0.4129630144399686,149422.92857142858,0.45317373749294365,448694,3836,3045.4285714285716,0.009236254845067833,3045.4285714285716,0.009236254845067833,329725481
2021-02-04,26584596,125300,130369.71428571429,0.39538865449623617,144783.35714285713,0.43910272479929185,453803,5109,3223.714285714286,0.009776964388488633,3223.714285714286,0.009776964388488633,329725481
2021-02-05,26713994,129398,125402.71428571429,0.38032460792957123,140384.92857142858,0.425763056423985,457367,3564,3220.1428571428573,0.009766132867186136,3220.1428571428573,0.009766132867186136,329725481
2021-02-06,26818643,104649,121301.85714285714,0.3678874219091886,135923.7142857143,0.41223296990418,460024,2657,3224,0.009777830910192834,3224,0.009777830910192834,329725481
2021-02-07,26905417,86774,117438,0.35616901564243986,132927.5,0.4031459734226607,461314,1290,3142.8571428571427,0.009531738746200032,3142.8571428571427,0.009531738746200032,329725481
2021-02-08,26998062,92645,110537.14285714286,0.33523991692089716,128402.71428571429,0.38942308582367124,462891,1577,3090.5714285714284,0.009373165274331432,3090.5714285714284,0.009373165274331432,329725481
2021-02-09,27094183,96121,107846,0.3270781489890373,124545.07142857143,0.3777235264039889,466056,3165,3028.285714285714,0.009184263542815832,3028.285714285714,0.009184263542815832,329725481
2021-02-10,27189056,94873,104251.42857142857,0.3161764394284971,120207.92857142857,0.3645697269342328,469306,3250,2944.5714285714284,0.008930372683485231,2944.5714285714284,0.008930372683485231,329725481
2021-02-11,27294531,105475,101419.28571428571,0.30758704303561457,115894.5,0.35148784876592537,473178,3872,2767.8571428571427,0.008394429009437529,2767.8571428571427,0.008394429009437529,329725481
2021-02-12,27393846,99315,97121.71428571429,0.2945532568218902,111262.21428571429,0.33743893237573075,478636,5458,3038.4285714285716,0.009215025063314933,3038.4285714285716,0.009215025063314933,329725481
2021-02-13,27478106,84260,94209,0.2857195013084233,107755.42857142857,0.32680346160880597,482000,3364,3139.4285714285716,0.009521340485749633,3139.4285714285716,0.009521340485749633,329725481
2021-02-14,27541587,63481,90881.42857142857,0.27562755628045793,104159.71428571429,0.3158982859614489,483077,1077,3109,0.009429055924252333,3109,0.009429055924252333,329725481
2021-02-15,27596610,55023,85506.85714285714,0.2593274165027517,98022,0.29728366671182443,484070,993,3025.5714285714284,0.009176031586625931,3025.5714285714284,0.009176031586625931,329725481
2021-02-16,27660668,64058,80926.42857142857,0.24543577380186932,94386.21428571429,0.28625696139545337,485773,1703,2816.714285714286,0.00854260422085573,2816.714285714286,0.00854260422085573,329725481
2021-02-17,27730712,70044,77379.42857142857,0.2346783401050784,90815.42857142857,0.27542738976678777,488238,2465,2704.5714285714284,0.008202494451957228,2704.5714285714284,0.008202494451957228,329725481
2021-02-18,27802410,71698,72554.14285714286,0.22004408830369665,86986.71428571429,0.26381556566965564,490853,2615,2525,0.0076578855608675275,2525,0.0076578855608675275,329725481
2021-02-19,27880277,77867,69490.14285714286,0.21075150954785582,83305.92857142857,0.252652383184873,493467,2614,2118.714285714286,0.006425691697495123,2118.714285714286,0.006425691697495123,329725481
2021-02-20,27949785,69508,67382.71428571429,0.20436004545767664,80795.85714285714,0.24503977338304994,495288,1821,1898.2857142857142,0.00575717020270482,1898.2857142857142,0.00575717020270482,329725481
2021-02-21,28004704,54919,66159.57142857143,0.2006504660419964,78520.5,0.23813901116122715,496513,1225,1919.4285714285713,0.00582129280881562,1919.4285714285713,0.00582129280881562,329725481
2021-02-22,28063986,59282,66768,0.2024957240110903,76137.42857142857,0.230911570256921,497963,1450,1984.7142857142858,0.006019293018225321,1984.7142857142858,0.006019293018225321,329725481
2021-02-23,28135670,71684,67857.42857142857,0.2057997712692049,74391.92857142857,0.2256177725355371,500288,2325,2073.5714285714284,0.006288781268231521,2073.5714285714284,0.006288781268231521,329725481
2021-02-24,28209785,74115,68439,0.20756357619810403,72909.21428571429,0.22112095815159125,503477,3189,2177,0.006602462125151923,2177,0.006602462125151923,329725481
2021-02-25,28287553,77768,69306.14285714286,0.210193469570351,70930.14285714286,0.21511877893702383,505933,2456,2154.285714285714,0.0065335736496680225,2154.285714285714,0.0065335736496680225,329725481
2021-02-26,28365625,78072,69335.42857142857,0.21028228804503152,69412.78571428571,0.21051689879644367,508102,2169,2090.714285714286,0.006340772570483523,2090.714285714286,0.006340772570483523,329725481
2021-02-27,28428104,62479,68331.28571428571,0.2072368975156206,67857,0.20579847148664862,509660,1558,2053.1428571428573,0.006226824966381222,2053.1428571428573,0.006226824966381222,329725481
2021-02-28,28478755,50651,67721.57142857143,0.20538774019885783,66940.57142857143,0.20301910312042712,510784,1124,2038.7142857142858,0.006183065620319121,2038.7142857142858,0.006183065620319121,329725481
2021-03-01,28535163,56408,67311,0.20414254850992242,67039.5,0.20331913626050635,512208,1424,2035,0.006171800838164521,2035,0.006171800838164521,329725481
2021-03-02,28592651,57488,65283,0.1979919774535108,66570.21428571429,0.20189587436135786,513511,1303,1889,0.005729008247318319,1889,0.005729008247318319,329725481
2021-03-03,28659180,66529,64199.28571428572,0.1947052606294802,66319.14285714286,0.2011344184137921,515872,2361,1770.7142857142858,0.005370268261779518,1770.7142857142858,0.005370268261779518,329725481
2021-03-04,28726349,67169,62685.142857142855,0.19011312885807224,65995.64285714286,0.20015329921421163,517816,1944,1697.5714285714287,0.005148438705504318,1697.5714285714287,0.005148438705504318,329725481
2021-03-05,28791835,65486,60887.142857142855,0.18466010777354164,65111.28571428572,0.1974711979092866,520296,2480,1742,0.005283182830507419,1742,0.005283182830507419,329725481
2021-03-06,28848157,56322,60007.57142857143,0.18199252070716193,64169.42857142857,0.19461470911139128,521750,1454,1727.142857142857,0.005238123701889018,1727.142857142857,0.005238123701889018,329725481
2021-03-07,28887916,39759,58451.57142857143,0.1772734435060887,63086.57142857143,0.19133059185247325,522426,676,1663.142857142857,0.005044022840148217,1663.142857142857,0.005044022840148217,329725481
2021-03-08,28982210,94294,63863.857142857145,0.19368796414874936,65587.42857142857,0.19891525632933588,523240,814,1576,0.004779733720367217,1576,0.004779733720367217,329725481
2021-03-09,29037988,55778,63619.57142857143,0.1929470880916584,64451.28571428572,0.1954695327725846,525124,1884,1659,0.005031458275437318,1659,0.005031458275437318,329725481
2021-03-10,29096168,58180,62426.857142857145,0.18932979323747548,63313.07142857143,0.19201752693347782,526597,1473,1532.142857142857,0.0046467226387725165,1532.142857142857,0.0046467226387725165,329725481
2021-03-11,29158433,62265,61726.28571428572,0.18720508201877709,62205.71428571428,0.18865910543842465,528117,1520,1471.5714285714287,0.004463020037482116,1471.5714285714287,0.004463020037482116,329725481
2021-03-12,29222228,63795,61484.71428571428,0.18647243791787596,61185.92857142857,0.1855662728457088,529820,1703,1360.5714285714287,0.004126376355400414,1360.5714285714287,0.004126376355400414,329725481
2021-03-13,29271623,49395,60495.142857142855,0.18347123999537923,60251.357142857145,0.18273188035127058,531690,1870,1420,0.004306612869874014,1420,0.004306612869874014,329725481
2021-03-14,29309370,37747,60207.71428571428,0.18259951916095404,59329.642857142855,0.17993648133352136,532259,569,1404.7142857142858,0.0042602539586993156,1404.7142857142858,0.0042602539586993156,329725481
2021-03-15,29366336,56966,54875.142857142855,0.16642675807376517,59369.5,0.18005736111125728,533008,749,1395.4285714285713,0.004232092003312815,1395.4285714285713,0.004232092003312815,329725481
2021-03-16,29420651,54315,54666.142857142855,0.16579289744714287,59142.857142857145,0.17936999276940063,534251,1243,1303.857142857143,0.003954371797116715,1303.857142857143,0.003954371797116715,329725481
2021-03-17,29479509,58858,54763,0.1660866483048667,58594.92857142857,0.17770822077117107,535426,1175,1261.2857142857142,0.003825260063190913,1261.2857142857142,0.003825260063190913,329725481
2021-03-18,29539906,60397,54496.142857142855,0.16527731703314388,58111.21428571428,0.17624119952596046,536982,1556,1266.4285714285713,0.0038408574538665126,1266.4285714285713,0.0038408574538665126,329725481
2021-03-19,29600197,60291,53995.57142857143,0.16375917100738546,57740.142857142855,0.1751158044626307,538492,1510,1238.857142857143,0.003757238109411213,1238.857142857143,0.003757238109411213,329725481
2021-03-20,29654406,54209,54683.28571428572,0.16584488874939488,57589.21428571428,0.17465806437238704,539261,769,1081.5714285714287,0.003280217911249112,1081.5714285714287,0.003280217911249112,329725481
