date,measure,value
2021-01-04,cases,20794372
2021-01-04,cases_avg7_pc,0.6707735846995181
2021-01-04,deaths,352039
2021-01-04,deaths_avg7_pc,0.00801099315532902
2021-01-05,cases,21028861
2021-01-05,cases_avg7_pc,0.6861989708168345
2021-01-05,deaths,355721
2021-01-05,deaths_avg7_pc,0.00803612228475082
2021-01-06,cases,21284511
2021-01-06,cases_avg7_pc,0.6978298583914591
2021-01-06,deaths,359677
2021-01-06,deaths_avg7_pc,0.00811064315131202
2021-01-07,cases,21564550
2021-01-07,cases_avg7_pc,0.7192537410060998
2021-01-07,deaths,363772
2021-01-07,deaths_avg7_pc,0.00839356248773333
2021-01-08,cases,21863145
2021-01-08,cases_avg7_pc,0.7851631148709605
2021-01-08,deaths,367662
2021-01-08,deaths_avg7_pc,0.00925488506170813
2021-01-09,cases,22114496
2021-01-09,cases_avg7_pc,0.768103468819523
2021-01-09,deaths,370897
2021-01-09,deaths_avg7_pc,0.00963095548133093
2021-01-10,cases,22322294
2021-01-10,cases_avg7_pc,0.7708139487102607
2021-01-10,deaths,372660
2021-01-10,deaths_avg7_pc,0.00981769090858603
2021-01-11,cases,22548250
2021-01-11,cases_avg7_pc,0.7598866767594464
2021-01-11,deaths,374696
2021-01-11,deaths_avg7_pc,0.00981639112602973
2021-01-12,cases,22777135
2021-01-12,cases_avg7_pc,0.7574586829442781
2021-01-12,deaths,379098
2021-01-12,deaths_avg7_pc,0.01012833893954173
2021-01-13,cases,23006233
2021-01-13,cases_avg7_pc,0.7459547407993188
2021-01-13,deaths,383014
2021-01-13,deaths_avg7_pc,0.01011100850545773
2021-01-14,cases,23245565
2021-01-14,cases_avg7_pc,0.7283179912928841
2021-01-14,deaths,386974
2021-01-14,deaths_avg7_pc,0.01005251829042423
2021-01-15,cases,23484263
2021-01-15,cases_avg7_pc,0.7023669660346502
2021-01-15,deaths,390709
2021-01-15,deaths_avg7_pc,0.00998536285834873
2021-01-16,cases,23685880
2021-01-16,cases_avg7_pc,0.6808191708163088
2021-01-16,deaths,394038
2021-01-16,deaths_avg7_pc,0.01002608937844613
2021-01-17,cases,23855019
2021-01-17,cases_avg7_pc,0.6640697395349748
2021-01-17,deaths,395767
2021-01-17,deaths_avg7_pc,0.01001135850947473
2021-01-18,cases,23995593
2021-01-18,cases_avg7_pc,0.6270770614609724
2021-01-18,deaths,397207
2021-01-18,deaths_avg7_pc,0.00975313504162313
2021-01-19,cases,24182049
2021-01-19,cases_avg7_pc,0.6086942367672215
2021-01-19,deaths,399978
2021-01-19,deaths_avg7_pc,0.00904648659184803
2021-01-20,cases,24367375
2021-01-20,cases_avg7_pc,0.5897295427491002
2021-01-20,deaths,404344
2021-01-20,deaths_avg7_pc,0.00924145397529303
2021-01-21,cases,24557629
2021-01-21,cases_avg7_pc,0.5684659666497364
2021-01-21,deaths,408464
2021-01-21,deaths_avg7_pc,0.00931077571162903
2021-01-22,cases,24748605
2021-01-22,cases_avg7_pc,0.5477898922658201
2021-01-22,deaths,412166
2021-01-22,deaths_avg7_pc,0.00929647810350973
2021-01-23,cases,24915711
2021-01-23,cases_avg7_pc,0.532837626998997
2021-01-23,deaths,415478
2021-01-23,deaths_avg7_pc,0.00928911266902403
2021-01-24,cases,25044432
2021-01-24,cases_avg7_pc,0.5153260898788191
2021-01-24,deaths,417291
2021-01-24,deaths_avg7_pc,0.00932550658060043
2021-01-25,cases,25200424
2021-01-25,cases_avg7_pc,0.5220061056964969
2021-01-25,deaths,419192
2021-01-25,deaths_avg7_pc,0.00952523983341853
2021-01-26,cases,25350552
2021-01-26,cases_avg7_pc,0.506266605461408
2021-01-26,deaths,423285
2021-01-26,deaths_avg7_pc,0.01009801067989473
2021-01-27,cases,25506145
2021-01-27,cases_avg7_pc,0.4933844605459187
2021-01-27,deaths,427376
2021-01-27,deaths_avg7_pc,0.00997886394556723
2021-01-28,cases,25672008
2021-01-28,cases_avg7_pc,0.4828167951023476
2021-01-28,deaths,431237
2021-01-28,deaths_avg7_pc,0.00986664938487333
2021-01-29,cases,25836175
2021-01-29,cases_avg7_pc,0.4712015049183987
2021-01-29,deaths,434826
2021-01-29,deaths_avg7_pc,0.00981769090858603
2021-01-30,cases,25969530
2021-01-30,cases_avg7_pc,0.4565785178991715
2021-01-30,deaths,437456
2021-01-30,deaths_avg7_pc,0.00952220700745383
2021-01-31,cases,26083351
2021-01-31,cases_avg7_pc,0.4501229312028815
2021-01-31,deaths,439314
2021-01-31,deaths_avg7_pc,0.00954170374579833
2021-02-01,cases,26224302
2021-02-01,cases_avg7_pc,0.4436062547264453
2021-02-01,deaths,441257
2021-02-01,deaths_avg7_pc,0.00955990070158653
2021-02-02,cases,26339261
2021-02-02,cases_avg7_pc,0.4283689038189405
2021-02-02,deaths,444858
2021-02-02,deaths_avg7_pc,0.00934673636235333
2021-02-03,cases,26459296
2021-02-03,cases_avg7_pc,0.4129630144399686
2021-02-03,deaths,448694
2021-02-03,deaths_avg7_pc,0.00923625484506783
2021-02-04,cases,26584596
2021-02-04,cases_avg7_pc,0.39538865449623617
2021-02-04,deaths,453803
2021-02-04,deaths_avg7_pc,0.00977696438848863
2021-02-05,cases,26713994
2021-02-05,cases_avg7_pc,0.3803246079295712
2021-02-05,deaths,457367
2021-02-05,deaths_avg7_pc,0.00976613286718613
2021-02-06,cases,26818643
2021-02-06,cases_avg7_pc,0.3678874219091886
2021-02-06,deaths,460024
2021-02-06,deaths_avg7_pc,0.00977783091019283
2021-02-07,cases,26905417
2021-02-07,cases_avg7_pc,0.35616901564243986
2021-02-07,deaths,461314
2021-02-07,deaths_avg7_pc,0.00953173874620003
2021-02-08,cases,26998062
2021-02-08,cases_avg7_pc,0.33523991692089716
2021-02-08,deaths,462891
2021-02-08,deaths_avg7_pc,0.00937316527433143
2021-02-09,cases,27094183
2021-02-09,cases_avg7_pc,0.3270781489890373
2021-02-09,deaths,466056
2021-02-09,deaths_avg7_pc,0.00918426354281583
2021-02-10,cases,27189056
2021-02-10,cases_avg7_pc,0.3161764394284971
2021-02-10,deaths,469306
2021-02-10,deaths_avg7_pc,0.00893037268348523
2021-02-11,cases,27294531
2021-02-11,cases_avg7_pc,0.30758704303561457
2021-02-11,deaths,473178
2021-02-11,deaths_avg7_pc,0.00839442900943752
2021-02-12,cases,27393846
2021-02-12,cases_avg7_pc,0.2945532568218902
2021-02-12,deaths,478636
2021-02-12,deaths_avg7_pc,0.00921502506331493
2021-02-13,cases,27478106
2021-02-13,cases_avg7_pc,0.2857195013084233
2021-02-13,deaths,482000
2021-02-13,deaths_avg7_pc,0.00952134048574963
2021-02-14,cases,27541587
2021-02-14,cases_avg7_pc,0.27562755628045793
2021-02-14,deaths,483077
2021-02-14,deaths_avg7_pc,0.00942905592425233
2021-02-15,cases,27596610
2021-02-15,cases_avg7_pc,0.2593274165027517
2021-02-15,deaths,484070
2021-02-15,deaths_avg7_pc,0.00917603158662593
2021-02-16,cases,27660668
2021-02-16,cases_avg7_pc,0.24543577380186932
2021-02-16,deaths,485773
2021-02-16,deaths_avg7_pc,0.00854260422085573
2021-02-17,cases,27730712
2021-02-17,cases_avg7_pc,0.2346783401050784
2021-02-17,deaths,488238
2021-02-17,deaths_avg7_pc,0.00820249445195722
2021-02-18,cases,27802410
2021-02-18,cases_avg7_pc,0.22004408830369665
2021-02-18,deaths,490853
2021-02-18,deaths_avg7_pc,0.00765788556086752
2021-02-19,cases,27880277
2021-02-19,cases_avg7_pc,0.21075150954785585
2021-02-19,deaths,493467
2021-02-19,deaths_avg7_pc,0.00642569169749512
2021-02-20,cases,27949785
2021-02-20,cases_avg7_pc,0.20436004545767664
2021-02-20,deaths,495288
2021-02-20,deaths_avg7_pc,0.00575717020270482
2021-02-21,cases,28004704
2021-02-21,cases_avg7_pc,0.2006504660419964
2021-02-21,deaths,496513
2021-02-21,deaths_avg7_pc,0.00582129280881562
2021-02-22,cases,28063986
2021-02-22,cases_avg7_pc,0.2024957240110903
2021-02-22,deaths,497963
2021-02-22,deaths_avg7_pc,0.00601929301822532
2021-02-23,cases,28135670
2021-02-23,cases_avg7_pc,0.2057997712692049
2021-02-23,deaths,500288
2021-02-23,deaths_avg7_pc,0.00628878126823152
2021-02-24,cases,28209785
2021-02-24,cases_avg7_pc,0.20756357619810403
2021-02-24,deaths,503477
2021-02-24,deaths_avg7_pc,0.00660246212515192
2021-02-25,cases,28287553
2021-02-25,cases_avg7_pc,0.210193469570351
2021-02-25,deaths,505933
2021-02-25,deaths_avg7_pc,0.00653357364966802
2021-02-26,cases,28365625
2021-02-26,cases_avg7_pc,0.21028228804503152
2021-02-26,deaths,508102
2021-02-26,deaths_avg7_pc,0.00634077257048352
2021-02-27,cases,28428104
2021-02-27,cases_avg7_pc,0.2072368975156206
2021-02-27,deaths,509660
2021-02-27,deaths_avg7_pc,0.0062268249663812204
2021-02-28,cases,28478755
2021-02-28,cases_avg7_pc,0.20538774019885783
2021-02-28,deaths,510784
2021-02-28,deaths_avg7_pc,0.00618306562031912
2021-03-01,cases,28535163
2021-03-01,cases_avg7_pc,0.2041425485099224
2021-03-01,deaths,512208
2021-03-01,deaths_avg7_pc,0.00617180083816452
2021-03-02,cases,28592651
2021-03-02,cases_avg7_pc,0.1979919774535108
2021-03-02,deaths,513511
2021-03-02,deaths_avg7_pc,0.00572900824731831
2021-03-03,cases,28659180
2021-03-03,cases_avg7_pc,0.1947052606294802
2021-03-03,deaths,515872
2021-03-03,deaths_avg7_pc,0.00537026826177951
2021-03-04,cases,28726349
2021-03-04,cases_avg7_pc,0.19011312885807224
2021-03-04,deaths,517816
2021-03-04,deaths_avg7_pc,0.00514843870550431
2021-03-05,cases,28791835
2021-03-05,cases_avg7_pc,0.18466010777354164
2021-03-05,deaths,520296
2021-03-05,deaths_avg7_pc,0.00528318283050741
2021-03-06,cases,28848157
2021-03-06,cases_avg7_pc,0.18199252070716193
2021-03-06,deaths,521750
2021-03-06,deaths_avg7_pc,0.00523812370188901
2021-03-07,cases,28887916
2021-03-07,cases_avg7_pc,0.1772734435060887
2021-03-07,deaths,522426
2021-03-07,deaths_avg7_pc,0.00504402284014821
2021-03-08,cases,28982210
2021-03-08,cases_avg7_pc,0.19368796414874936
2021-03-08,deaths,523240
2021-03-08,deaths_avg7_pc,0.00477973372036721
2021-03-09,cases,29037988
2021-03-09,cases_avg7_pc,0.1929470880916584
2021-03-09,deaths,525124
2021-03-09,deaths_avg7_pc,0.00503145827543731
2021-03-10,cases,29096168
2021-03-10,cases_avg7_pc,0.18932979323747548
2021-03-10,deaths,526597
2021-03-10,deaths_avg7_pc,0.00464672263877251
2021-03-11,cases,29158433
2021-03-11,cases_avg7_pc,0.18720508201877709
2021-03-11,deaths,528117
2021-03-11,deaths_avg7_pc,0.00446302003748211
2021-03-12,cases,29222228
2021-03-12,cases_avg7_pc,0.18647243791787596
2021-03-12,deaths,529820
2021-03-12,deaths_avg7_pc,0.00412637635540041
2021-03-13,cases,29271623
2021-03-13,cases_avg7_pc,0.18347123999537923
2021-03-13,deaths,531690
2021-03-13,deaths_avg7_pc,0.00430661286987401
2021-03-14,cases,29309370
2021-03-14,cases_avg7_pc,0.18259951916095404
2021-03-14,deaths,532259
2021-03-14,deaths_avg7_pc,0.00426025395869931
2021-03-15,cases,29366336
2021-03-15,cases_avg7_pc,0.16642675807376517
2021-03-15,deaths,533008
2021-03-15,deaths_avg7_pc,0.00423209200331281
2021-03-16,cases,29420651
2021-03-16,cases_avg7_pc,0.16579289744714287
2021-03-16,deaths,534251
2021-03-16,deaths_avg7_pc,0.00395437179711671
2021-03-17,cases,29479509
2021-03-17,cases_avg7_pc,0.1660866483048667
2021-03-17,deaths,535426
2021-03-17,deaths_avg7_pc,0.00382526006319091
2021-03-18,cases,29539906
2021-03-18,cases_avg7_pc,0.16527731703314388
2021-03-18,deaths,536982
2021-03-18,deaths_avg7_pc,0.00384085745386651
2021-03-19,cases,29600197
2021-03-19,cases_avg7_pc,0.16375917100738546
2021-03-19,deaths,538492
2021-03-19,deaths_avg7_pc,0.00375723810941121
2021-03-20,cases,29654406
2021-03-20,cases_avg7_pc,0.16584488874939488
2021-03-20,deaths,539261
2021-03-20,deaths_avg7_pc,0.00328021791124911
2021-03-21,cases,29688273
2021-03-21,cases_avg7_pc,0.16416383664324685
2021-03-21,deaths,539705
2021-03-21,deaths_avg7_pc,0.00322606030473661
2021-03-22,cases,29742690
2021-03-22,cases_avg7_pc,0.16305945473124395
2021-03-22,deaths,540353
2021-03-22,deaths_avg7_pc,0.00318230095867451
2021-03-23,cases,29799206
2021-03-23,cases_avg7_pc,0.16401306186671608
2021-03-23,deaths,541244
2021-03-23,deaths_avg7_pc,0.00302979313873531
2021-03-24,cases,29878852
2021-03-24,cases_avg7_pc,0.1730196884601709
2021-03-24,deaths,542832
2021-03-24,deaths_avg7_pc,0.00320872987065261
2021-03-25,cases,29947883
2021-03-25,cases_avg7_pc,0.17676046265720233
2021-03-25,deaths,544099
2021-03-25,deaths_avg7_pc,0.00308351748439571
2021-03-26,cases,30022109
2021-03-26,cases_avg7_pc,0.18279795263121584
2021-03-26,deaths,545355
2021-03-26,deaths_avg7_pc,0.00297346922796231
2021-03-27,cases,30082396
2021-03-27,cases_avg7_pc,0.1854313120902797
2021-03-27,deaths,546132
2021-03-27,deaths_avg7_pc,0.00297693531477911
2021-03-28,cases,30126634
2021-03-28,cases_avg7_pc,0.18992466038740877
2021-03-28,deaths,546619
2021-03-28,deaths_avg7_pc,0.00299556553141941
2021-03-29,cases,30196774
2021-03-29,cases_avg7_pc,0.19673682076497703
2021-03-29,deaths,547304
2021-03-29,deaths_avg7_pc,0.0030115961829471102
2021-03-30,cases,30258560
2021-03-30,cases_avg7_pc,0.1990201054555441
2021-03-30,deaths,548251
2021-03-30,deaths_avg7_pc,0.00303585879066471
2021-03-31,cases,30326324
2021-03-31,cases_avg7_pc,0.19387210001089183
2021-03-31,deaths,549385
2021-03-31,deaths_avg7_pc,0.0028391583638113
2021-04-01,cases,30403149
2021-04-01,cases_avg7_pc,0.1972489350921593
2021-04-01,deaths,550337
2021-04-01,deaths_avg7_pc,0.0027026811953998
2021-04-02,cases,30471226
2021-04-02,cases_avg7_pc,0.19458481411259637
2021-04-02,deaths,551288
2021-04-02,deaths_avg7_pc,0.0025705366355093
2021-04-03,cases,30534566
2021-04-03,cases_avg7_pc,0.1959075594940577
2021-04-03,deaths,552036
2021-04-03,deaths_avg7_pc,0.0025579720707984
2021-04-04,cases,30570754
2021-04-04,cases_avg7_pc,0.19241980963465263
2021-04-04,deaths,552308
2021-04-04,deaths_avg7_pc,0.0024648209875969
2021-04-05,cases,30646877
2021-04-05,cases_avg7_pc,0.19501200931276697
2021-04-05,deaths,552833
2021-04-05,deaths_avg7_pc,0.0023954992512609
2021-04-06,cases,30708658
2021-04-06,cases_avg7_pc,0.1950098430085065
2021-04-06,deaths,553737
2021-04-06,deaths_avg7_pc,0.0023768690346206
2021-04-07,cases,30781533
2021-04-07,cases_avg7_pc,0.1972242392235896
2021-04-07,deaths,556305
2021-04-07,deaths_avg7_pc,0.00299816509653201
2021-04-08,cases,30861517
2021-04-08,cases_avg7_pc,0.19859291025537348
2021-04-08,deaths,557305
2021-04-08,deaths_avg7_pc,0.00301896161743281
2021-04-09,cases,30942015
2021-04-09,cases_avg7_pc,0.20397444329930764
2021-04-09,deaths,558246
2021-04-09,deaths_avg7_pc,0.00301462900891181
2021-04-10,cases,31005331
2021-04-10,cases_avg7_pc,0.2039640450388572
2021-04-10,deaths,558944
2021-04-10,deaths_avg7_pc,0.00299296596630681
2021-04-11,cases,31052309
2021-04-11,cases_avg7_pc,0.20863892963301625
2021-04-11,deaths,559243
2021-04-11,deaths_avg7_pc,0.00300466400931351
2021-04-12,cases,31123107
2021-04-12,cases_avg7_pc,0.20633181559558372
2021-04-12,deaths,559707
2021-04-12,deaths_avg7_pc,0.00297823509733541
2021-04-13,cases,31199337
2021-04-13,cases_avg7_pc,0.21259200164757663
2021-04-13,deaths,560683
2021-04-13,deaths_avg7_pc,0.00300942987868661
2021-04-14,cases,31274095
2021-04-14,cases_avg7_pc,0.21340783183208092
2021-04-14,deaths,561606
2021-04-14,deaths_avg7_pc,0.0022967157769821
2021-04-15,cases,31347296
2021-04-15,cases_avg7_pc,0.21046902347228663
2021-04-15,deaths,562515
2021-04-15,deaths_avg7_pc,0.002257289039441
2021-04-16,cases,31424540
2021-04-16,cases_avg7_pc,0.2090591926595532
2021-04-16,deaths,563447
2021-04-16,deaths_avg7_pc,0.0022533896917721
2021-04-17,cases,31476773
2021-04-17,cases_avg7_pc,0.2042573626357289
2021-04-17,deaths,564115
2021-04-17,deaths_avg7_pc,0.0022403918662091
2021-04-18,cases,31517038
2021-04-18,cases_avg7_pc,0.2013488825355816
2021-04-18,deaths,564467
2021-04-18,deaths_avg7_pc,0.0022633546913704
2021-04-19,cases,31585927
2021-04-19,cases_avg7_pc,0.2005217875689227
2021-04-19,deaths,564944
2021-04-19,deaths_avg7_pc,0.0022689870824477
2021-04-20,cases,31645855
2021-04-20,cases_avg7_pc,0.19345876915798849
2021-04-20,deaths,565770
2021-04-20,deaths_avg7_pc,0.0022039979546327
2021-04-21,cases,31707782
2021-04-21,cases_avg7_pc,0.18789959916469337
2021-04-21,deaths,566599
2021-04-21,deaths_avg7_pc,0.0021632714345353
2021-04-22,cases,31773467
2021-04-22,cases_avg7_pc,0.18464321060030975
2021-04-22,deaths,567496
2021-04-22,deaths_avg7_pc,0.0021580723043101
2021-04-23,cases,31836077
2021-04-23,cases_avg7_pc,0.17830287129067834
2021-04-23,deaths,568361
2021-04-23,deaths_avg7_pc,0.0021290438272194
2021-04-24,cases,31885477
2021-04-24,cases_avg7_pc,0.177075443296679
2021-04-24,deaths,569069
2021-04-24,deaths_avg7_pc,0.0021463742613034
2021-04-25,cases,31918055
2021-04-25,cases_avg7_pc,0.1737449671265863
2021-04-25,deaths,569350
2021-04-25,deaths_avg7_pc,0.0021156127408043
2021-04-26,cases,31964616
2021-04-26,cases_avg7_pc,0.16407111882089748
2021-04-26,deaths,569828
2021-04-26,deaths_avg7_pc,0.0021160460016564
2021-04-27,cases,32015643
2021-04-27,cases_avg7_pc,0.16021466397635536
2021-04-27,deaths,570527
2021-04-27,deaths_avg7_pc,0.0020610218734397
2021-04-28,cases,32070122
2021-04-28,cases_avg7_pc,0.15698773714991454
2021-04-28,deaths,571455
2021-04-28,deaths_avg7_pc,0.0021039146977976
2021-04-29,cases,32127386
2021-04-29,cases_avg7_pc,0.15333924751438044
2021-04-29,deaths,572318
2021-04-29,deaths_avg7_pc,0.0020891838288262
2021-04-30,cases,32185100
2021-04-30,cases_avg7_pc,0.15121800238249883
2021-04-30,deaths,573171
2021-04-30,deaths_avg7_pc,0.002083984698601
2021-05-01,cases,32229325
2021-05-01,cases_avg7_pc,0.1489758774728813
2021-05-01,deaths,573879
2021-05-01,deaths_avg7_pc,0.002083984698601
2021-05-02,cases,32258322
2021-05-02,cases_avg7_pc,0.1474243703615112
2021-05-02,deaths,574188
2021-05-02,deaths_avg7_pc,0.0020961160024598
2021-05-03,cases,32307791
2021-05-03,cases_avg7_pc,0.14868429291941804
2021-05-03,deaths,574645
2021-05-03,deaths_avg7_pc,0.0020870175245657
2021-05-04,cases,32348249
2021-05-04,cases_avg7_pc,0.1441051589735731
2021-05-04,deaths,575540
2021-05-04,deaths_avg7_pc,0.0021719366515773
2021-05-05,cases,32392758
2021-05-05,cases_avg7_pc,0.1397855482781361
2021-05-05,deaths,576301
2021-05-05,deaths_avg7_pc,0.0020995820892766
2021-05-06,cases,32440307
2021-05-06,cases_avg7_pc,0.13557641909998458
2021-05-06,deaths,577121
2021-05-06,deaths_avg7_pc,0.0020809518726363
2021-05-07,cases,32487274
2021-05-07,cases_avg7_pc,0.13092016472246584
2021-05-07,deaths,577926
2021-05-07,deaths_avg7_pc,0.0020601553517355
2021-05-08,cases,32520351
2021-05-08,cases_avg7_pc,0.12609017274325504
2021-05-08,deaths,578518
2021-05-08,deaths_avg7_pc,0.0020098970928919
2021-05-09,cases,32542294
2021-05-09,cases_avg7_pc,0.12303395069254162
2021-05-09,deaths,578759
2021-05-09,deaths_avg7_pc,0.0019804353549491
2021-05-10,cases,32578548
2021-05-10,cases_avg7_pc,0.1173084085320401
2021-05-10,deaths,579127
2021-05-10,deaths_avg7_pc,0.0019418751391122
2021-05-11,cases,32612405
2021-05-11,cases_avg7_pc,0.114448453647328
2021-05-11,deaths,579810
2021-05-11,deaths_avg7_pc,0.001850023838467
2021-05-12,cases,32647805
2021-05-12,cases_avg7_pc,0.11050188054554907
2021-05-12,deaths,580647
2021-05-12,deaths_avg7_pc,0.0018829516632266
2021-05-13,cases,32686135
2021-05-13,cases_avg7_pc,0.10650764875003918
2021-05-13,deaths,581410
2021-05-13,deaths_avg7_pc,0.0018582557946569
2021-05-14,cases,32726766
2021-05-14,cases_avg7_pc,0.10376250799113355
2021-05-14,deaths,582133
2021-05-14,deaths_avg7_pc,0.0018227284047847
2021-05-15,cases,32755576
2021-05-15,cases_avg7_pc,0.10191378393522284
2021-05-15,deaths,582682
2021-05-15,deaths_avg7_pc,0.0018040981881444
2021-05-16,cases,32772056
2021-05-16,cases_avg7_pc,0.09954687990020054
2021-05-16,deaths,582970
2021-05-16,deaths_avg7_pc,0.0018244614481931
2021-05-17,cases,32800943
2021-05-17,cases_avg7_pc,0.09635504720277983
2021-05-17,deaths,583351
2021-05-17,deaths_avg7_pc,0.0018300938392704
2021-05-18,cases,32828680
2021-05-18,cases_avg7_pc,0.09370349078792783
2021-05-18,deaths,584211
2021-05-18,deaths_avg7_pc,0.0019067810100921
2021-05-19,cases,32857439
2021-05-19,cases_avg7_pc,0.09082620546913173
2021-05-19,deaths,584879
2021-05-19,deaths_avg7_pc,0.0018335599260872
2021-05-20,cases,32886968
2021-05-20,cases_avg7_pc,0.0870130767097996
2021-05-20,deaths,585524
2021-05-20,deaths_avg7_pc,0.0017824351455394
2021-05-21,cases,32923566
2021-05-21,cases_avg7_pc,0.08526573569328029
2021-05-21,deaths,586215
2021-05-21,deaths_avg7_pc,0.0017685707982722
2021-05-22,cases,32933819
2021-05-22,cases_avg7_pc,0.07722571406086057
2021-05-22,deaths,586689
2021-05-22,deaths_avg7_pc,0.0017360762343647
2021-05-23,cases,32947814
2021-05-23,cases_avg7_pc,0.07614906084339206
2021-05-23,deaths,586877
2021-05-23,deaths_avg7_pc,0.0016927501491547
2021-05-24,cases,32973128
2021-05-24,cases_avg7_pc,0.07460101981883875
2021-05-24,deaths,587292
2021-05-24,deaths_avg7_pc,0.0017074810181261
2021-05-25,cases,32995878
2021-05-25,cases_avg7_pc,0.07244034794941606
2021-05-25,deaths,587986
2021-05-25,deaths_avg7_pc,0.0016355597166775
2021-05-26,cases,33019235
2021-05-26,cases_avg7_pc,0.07009987282637184
2021-05-26,deaths,588949
2021-05-26,deaths_avg7_pc,0.001763371668047
2021-05-27,cases,33046848
2021-05-27,cases_avg7_pc,0.06926974503374823
2021-05-27,deaths,590284
2021-05-27,deaths_avg7_pc,0.002062321655996
2021-05-28,cases,33068687
2021-05-28,cases_avg7_pc,0.06287524811760431
2021-05-28,deaths,591037
2021-05-28,deaths_avg7_pc,0.0020891838288262
2021-05-29,cases,33080117
2021-05-29,cases_avg7_pc,0.06338519614052603
2021-05-29,deaths,591372
2021-05-29,deaths_avg7_pc,0.0020289605703843
2021-05-30,cases,33087465
2021-05-30,cases_avg7_pc,0.06050531125661732
2021-05-30,deaths,591501
2021-05-30,deaths_avg7_pc,0.0020033981801104
2021-05-31,cases,33092857
2021-05-31,cases_avg7_pc,0.05187388856108108
2021-05-31,deaths,591650
2021-05-31,deaths_avg7_pc,0.0018881507934518
2021-06-01,cases,33115320
2021-06-01,cases_avg7_pc,0.05174954269652838
2021-06-01,deaths,592167
2021-06-01,deaths_avg7_pc,0.0018114636226301
2021-06-02,cases,33132103
2021-06-02,cases_avg7_pc,0.04890128585482297
2021-06-02,deaths,592756
2021-06-02,deaths_avg7_pc,0.0016494240639447
2021-06-03,cases,33151540
2021-06-03,cases_avg7_pc,0.04535894512805336
2021-06-03,deaths,593369
2021-06-03,deaths_avg7_pc,0.0013366097287285
2021-06-04,cases,33127456
2021-06-04,cases_avg7_pc,0.02546230701706499
2021-06-04,deaths,593505
2021-06-04,deaths_avg7_pc,0.0010692877829828
2021-06-05,cases,33137828
2021-06-05,cases_avg7_pc,0.02500391703554318
2021-06-05,deaths,593879
2021-06-05,deaths_avg7_pc,0.0010861849562147
2021-06-06,cases,33143926
2021-06-06,cases_avg7_pc,0.02446234097041818
2021-06-06,deaths,594129
2021-06-06,deaths_avg7_pc,0.0011386095193188
2021-06-07,cases,33163260
2021-06-07,cases_avg7_pc,0.0305028637703964
2021-06-07,deaths,594464
2021-06-07,deaths_avg7_pc,0.0012191960378094
2021-06-08,cases,33177328
2021-06-08,cases_avg7_pc,0.02686563891701689
2021-06-08,deaths,594836
2021-06-08,deaths_avg7_pc,0.0011563732142549
2021-06-09,cases,33197929
2021-06-09,cases_avg7_pc,0.02851982885033469
2021-06-09,deaths,595406
2021-06-09,deaths_avg7_pc,0.001148141258065
2021-06-10,cases,33213674
2021-06-10,cases_avg7_pc,0.02692022978438149
2021-06-10,deaths,595865
2021-06-10,deaths_avg7_pc,0.0010814190868416
2021-06-11,cases,33230393
2021-06-11,cases_avg7_pc,0.04459857233261785
2021-06-11,deaths,596378
2021-06-11,deaths_avg7_pc,0.0012447584280833
2021-06-12,cases,33238603
2021-06-12,cases_avg7_pc,0.04366186237037765
2021-06-12,deaths,596547
2021-06-12,deaths_avg7_pc,0.0011559399534028
2021-06-13,cases,33245349
2021-06-13,cases_avg7_pc,0.04394261540253845
2021-06-13,deaths,596642
2021-06-13,deaths_avg7_pc,0.0010887845213273
2021-06-14,cases,33260389
2021-06-14,cases_avg7_pc,0.04208219330362105
2021-06-14,deaths,596852
2021-06-14,deaths_avg7_pc,0.0010346269148148
2021-06-15,cases,33272213
2021-06-15,cases_avg7_pc,0.04110995595150864
2021-06-15,deaths,597297
2021-06-15,deaths_avg7_pc,0.0010662549570181
2021-06-16,cases,33286591
2021-06-16,cases_avg7_pc,0.03841377366889033
2021-06-16,deaths,597718
2021-06-16,deaths_avg7_pc,0.0010016990900552
2021-06-17,cases,33298721
2021-06-17,cases_avg7_pc,0.03684753568854883
2021-06-17,deaths,598005
2021-06-17,deaths_avg7_pc,9.271782234940032e-4
2021-06-18,cases,33311327
2021-06-18,cases_avg7_pc,0.03506553380386152
2021-06-18,deaths,598474
2021-06-18,deaths_avg7_pc,9.081147460016032e-4
2021-06-19,cases,33318820
2021-06-19,cases_avg7_pc,0.03475488577290582
2021-06-19,deaths,598643
2021-06-19,deaths_avg7_pc,9.081147460016032e-4
2021-06-20,cases,33322839
2021-06-20,cases_avg7_pc,0.03357338342922911
2021-06-20,deaths,598732
2021-06-20,deaths_avg7_pc,9.055151808890032e-4
2021-06-21,cases,33338610
2021-06-21,cases_avg7_pc,0.03389009711211421
2021-06-21,deaths,599020
2021-06-21,deaths_avg7_pc,9.393095273528032e-4
2021-06-22,cases,33351316
2021-06-22,cases_avg7_pc,0.03427223318366642
2021-06-22,deaths,599449
2021-06-22,deaths_avg7_pc,9.323773537192032e-4
2021-06-23,cases,33365342
2021-06-23,cases_avg7_pc,0.03411972536372722
2021-06-23,deaths,599847
2021-06-23,deaths_avg7_pc,9.224123541209032e-4
2021-06-24,cases,33380010
2021-06-24,cases_avg7_pc,0.03521934140635702
2021-06-24,deaths,600201
2021-06-24,deaths_avg7_pc,9.514408312116034e-4
2021-06-25,cases,33394831
2021-06-25,cases_avg7_pc,0.03617901419375852
2021-06-25,deaths,600658
