date,measure,value
2020-07-15,cases_avg7_pc,0.19080937904739695
2020-07-15,deaths,137142
2020-07-15,deaths_avg7_pc,0.0021996653461117
2020-07-16,cases,3577320
2020-07-16,cases_avg7_pc,0.1976180733381485
2020-07-16,deaths,138099
2020-07-16,deaths_avg7_pc,0.0022499236049553
2020-07-17,cases,3647677
2020-07-17,cases_avg7_pc,0.1986665646002305
2020-07-17,deaths,138995
2020-07-17,deaths_avg7_pc,0.0022793853428981
2020-07-18,cases,3709780
2020-07-18,cases_avg7_pc,0.19937234652830135
2020-07-18,deaths,139769
2020-07-18,deaths_avg7_pc,0.0023257442540728
2020-07-19,cases,3771445
2020-07-19,cases_avg7_pc,0.20118034406411467
2020-07-19,deaths,140181
2020-07-19,deaths_avg7_pc,0.0023331096885585
2020-07-20,cases,3830920
2020-07-20,cases_avg7_pc,0.2004329690942422
2020-07-20,deaths,140710
2020-07-20,deaths_avg7_pc,0.0023781688171769
2020-07-21,cases,3895709
2020-07-21,cases_avg7_pc,0.2001422510624831
2020-07-21,deaths,141837
2020-07-21,deaths_avg7_pc,0.0024539894662944
2020-07-22,cases,3965319
2020-07-22,cases_avg7_pc,0.20080557342704825
2020-07-22,deaths,142967
2020-07-22,deaths_avg7_pc,0.0025237444634825
2020-07-23,cases,4034882
2020-07-23,cases_avg7_pc,0.1982437020085809
2020-07-23,deaths,144080
2020-07-23,deaths_avg7_pc,0.0025913331564101
2020-07-24,cases,4107898
2020-07-24,cases_avg7_pc,0.1993957426143148
2020-07-24,deaths,145223
2020-07-24,deaths_avg7_pc,0.0026983485868788
2020-07-25,cases,4174099
2020-07-25,cases_avg7_pc,0.2011712455862206
2020-07-25,deaths,146097
2020-07-25,deaths_avg7_pc,0.00274167467208881
2020-07-26,cases,4227704
2020-07-26,cases_avg7_pc,0.1976791631182946
2020-07-26,deaths,146537
2020-07-26,deaths_avg7_pc,0.0027538059759476
2020-07-27,cases,4286574
2020-07-27,cases_avg7_pc,0.19741704030277407
2020-07-27,deaths,148233
2020-07-27,deaths_avg7_pc,0.00325942139034831
2020-07-28,cases,4349278
2020-07-28,cases_avg7_pc,0.1965136914261456
2020-07-28,deaths,149552
2020-07-28,deaths_avg7_pc,0.00334260747395151
2020-07-29,cases,4415827
2020-07-29,cases_avg7_pc,0.19518747995786748
2020-07-29,deaths,150945
2020-07-29,deaths_avg7_pc,0.00345655507805381
2020-07-30,cases,4484259
2020-07-30,cases_avg7_pc,0.19469746193414236
2020-07-30,deaths,152203
2020-07-30,deaths_avg7_pc,0.00351937790160831
2020-07-31,cases,4553115
2020-07-31,cases_avg7_pc,0.1928950967894064
2020-07-31,deaths,153627
2020-07-31,deaths_avg7_pc,0.00364112420104841
2020-08-01,cases,4608832
2020-08-01,cases_avg7_pc,0.18835279001598995
2020-08-01,deaths,154676
2020-08-01,deaths_avg7_pc,0.00371694485016591
2020-08-02,cases,4659086
2020-08-02,cases_avg7_pc,0.18690093290060283
2020-08-02,deaths,155091
2020-08-02,deaths_avg7_pc,0.00370611332886341
2020-08-03,cases,4706162
2020-08-03,cases_avg7_pc,0.1817910544109354
2020-08-03,deaths,155699
2020-08-03,deaths_avg7_pc,0.00323472552177861
2020-08-04,cases,4759147
2020-08-04,cases_avg7_pc,0.1775801921893755
2020-08-04,deaths,157048
2020-08-04,deaths_avg7_pc,0.00324772334734161
2020-08-05,cases,4812491
2020-08-05,cases_avg7_pc,0.171858982637395
2020-08-05,deaths,158291
2020-08-05,deaths_avg7_pc,0.00318273421952661
2020-08-06,cases,4869692
2020-08-06,cases_avg7_pc,0.16699303000745988
2020-08-06,deaths,159350
2020-08-06,deaths_avg7_pc,0.00309651530995871
2020-08-07,cases,4930077
2020-08-07,cases_avg7_pc,0.16332287732932077
2020-08-07,deaths,160699
2020-08-07,deaths_avg7_pc,0.00306402074605121
2020-08-08,cases,4984577
2020-08-08,cases_avg7_pc,0.16279559887231507
2020-08-08,deaths,161656
2020-08-08,deaths_avg7_pc,0.00302416074765801
2020-08-09,cases,5032341
2020-08-09,cases_avg7_pc,0.1617167793505861
2020-08-09,deaths,162190
2020-08-09,deaths_avg7_pc,0.00307571878905791
2020-08-10,cases,5078778
2020-08-10,cases_avg7_pc,0.16143992566609416
2020-08-10,deaths,162727
2020-08-10,deaths_avg7_pc,0.00304495726855881
2020-08-11,cases,5131474
2020-08-11,cases_avg7_pc,0.16131471327983726
2020-08-11,deaths,164170
2020-08-11,deaths_avg7_pc,0.00308568378865621
2020-08-12,cases,5185066
2020-08-12,cases_avg7_pc,0.16142216197115808
2020-08-12,deaths,165640
2020-08-12,deaths_avg7_pc,0.00318403400208291
2020-08-13,cases,5238662
2020-08-13,cases_avg7_pc,0.15986025659933756
2020-08-13,deaths,166842
2020-08-13,deaths_avg7_pc,0.00324599030393321
2020-08-14,cases,5297401
2020-08-14,cases_avg7_pc,0.15914710923678096
2020-08-14,deaths,168007
2020-08-14,deaths_avg7_pc,0.00316627030714681
2020-08-15,cases,5347577
2020-08-15,cases_avg7_pc,0.15727368931230054
2020-08-15,deaths,169054
2020-08-15,deaths_avg7_pc,0.00320526378383581
2020-08-16,cases,5389396
2020-08-16,cases_avg7_pc,0.15469795354656604
2020-08-16,deaths,169563
2020-08-16,deaths_avg7_pc,0.00319443226253331
2020-08-17,cases,5426087
2020-08-17,cases_avg7_pc,0.15047539328199944
2020-08-17,deaths,170097
2020-08-17,deaths_avg7_pc,0.00319313247997701
2020-08-18,cases,5468311
2020-08-18,cases_avg7_pc,0.1459382856388082
2020-08-18,deaths,171435
2020-08-18,deaths_avg7_pc,0.00314764009050651
2020-08-19,cases,5511049
2020-08-19,cases_avg7_pc,0.1412356723501148
2020-08-19,deaths,172720
2020-08-19,deaths_avg7_pc,0.00306748683286801
2020-08-20,cases,5556736
2020-08-20,cases_avg7_pc,0.13780901227085587
2020-08-20,deaths,173750
2020-08-20,deaths_avg7_pc,0.00299296596630681
2020-08-21,cases,5604895
2020-08-21,cases_avg7_pc,0.13322511245563784
2020-08-21,deaths,174904
2020-08-21,deaths_avg7_pc,0.00298820009693371
2020-08-22,cases,5649190
2020-08-22,cases_avg7_pc,0.13067710538443775
2020-08-22,deaths,175847
2020-08-22,deaths_avg7_pc,0.00294314096831531
2020-08-23,cases,5681180
2020-08-23,cases_avg7_pc,0.12641858446914686
2020-08-23,deaths,176283
2020-08-23,deaths_avg7_pc,0.00291151292611201
2020-08-24,cases,5720708
2020-08-24,cases_avg7_pc,0.12764774550655453
2020-08-24,deaths,176785
2020-08-24,deaths_avg7_pc,0.00289764857884481
2020-08-25,cases,5759628
2020-08-25,cases_avg7_pc,0.12621625165121614
2020-08-25,deaths,177991
2020-08-25,deaths_avg7_pc,0.00284045814636761
2020-08-26,cases,5804615
2020-08-26,cases_avg7_pc,0.12719065530758905
2020-08-26,deaths,179173
2020-08-26,deaths_avg7_pc,0.00279583227860131
2020-08-27,cases,5849655
2020-08-27,cases_avg7_pc,0.12691033553628034
2020-08-27,deaths,180291
2020-08-27,deaths_avg7_pc,0.00283395923358611
2020-08-28,cases,5895559
2020-08-28,cases_avg7_pc,0.12593333231479484
2020-08-28,deaths,181288
2020-08-28,deaths_avg7_pc,0.0027659372798064
2020-08-29,cases,5939550
2020-08-29,cases_avg7_pc,0.12580162101575643
2020-08-29,deaths,182155
2020-08-29,deaths_avg7_pc,0.0027330094550468
2020-08-30,cases,5972676
2020-08-30,cases_avg7_pc,0.12629380534374204
2020-08-30,deaths,182523
2020-08-30,deaths_avg7_pc,0.002703547717104
2020-08-31,cases,6008699
2020-08-31,cases_avg7_pc,0.12477522605713152
2020-08-31,deaths,183010
2020-08-31,deaths_avg7_pc,0.0026970488043225
2020-09-01,cases,6052469
2020-09-01,cases_avg7_pc,0.12687654118981653
2020-09-01,deaths,184097
2020-09-01,deaths_avg7_pc,0.0026454907629226
2020-09-02,cases,6084283
2020-09-02,cases_avg7_pc,0.1211691959851032
2020-09-02,deaths,185165
2020-09-02,deaths_avg7_pc,0.0025960990257832
2020-09-03,cases,6130413
2020-09-03,cases_avg7_pc,0.12164145031389224
2020-09-03,deaths,186237
2020-09-03,deaths_avg7_pc,0.0025761690265866
2020-09-04,cases,6182412
2020-09-04,cases_avg7_pc,0.12428217520744174
2020-09-04,deaths,187209
2020-09-04,deaths_avg7_pc,0.0025653375052841
2020-09-05,cases,6224344
2020-09-05,cases_avg7_pc,0.12339009111296784
2020-09-05,deaths,187911
2020-09-05,deaths_avg7_pc,0.0024938494646876
2020-09-06,cases,6254339
2020-09-06,cases_avg7_pc,0.12203355138504272
2020-09-06,deaths,188307
2020-09-06,deaths_avg7_pc,0.0025059807685464
2020-09-07,cases,6278653
2020-09-07,cases_avg7_pc,0.1169605000678038
2020-09-07,deaths,188568
2020-09-07,deaths_avg7_pc,0.0024080638159718
2020-09-08,cases,6307371
2020-09-08,cases_avg7_pc,0.11043905772199458
2020-09-08,deaths,189019
2020-09-08,deaths_avg7_pc,0.0021325099140362
2020-09-09,cases,6340649
2020-09-09,cases_avg7_pc,0.111073351609469
2020-09-09,deaths,190175
2020-09-09,deaths_avg7_pc,0.002170636869021
2020-09-10,cases,6377846
2020-09-10,cases_avg7_pc,0.10720303241765967
2020-09-10,deaths,191077
2020-09-10,deaths_avg7_pc,0.002096982524164
2020-09-11,cases,6425094
2020-09-11,cases_avg7_pc,0.10514461010933256
2020-09-11,deaths,192291
2020-09-11,deaths_avg7_pc,0.0022018316503722
2020-09-12,cases,6463667
2020-09-12,cases_avg7_pc,0.10368928690712866
2020-09-12,deaths,192979
2020-09-12,deaths_avg7_pc,0.0021957659984428
2020-09-13,cases,6496722
2020-09-13,cases_avg7_pc,0.10501506511455463
2020-09-13,deaths,193374
2020-09-13,deaths_avg7_pc,0.0021953327375907
2020-09-14,cases,6533173
2020-09-14,cases_avg7_pc,0.11027355207649238
2020-09-14,deaths,193818
2020-09-14,deaths_avg7_pc,0.002274619473525
2020-09-15,cases,6571918
2020-09-15,cases_avg7_pc,0.1146178586404991
2020-09-15,deaths,195088
2020-09-15,deaths_avg7_pc,0.0026294601113949
2020-09-16,cases,6611027
2020-09-16,cases_avg7_pc,0.1171442026690942
2020-09-16,deaths,196066
2020-09-16,deaths_avg7_pc,0.0025523396797211
2020-09-17,cases,6655715
2020-09-17,cases_avg7_pc,0.12038975971217532
2020-09-17,deaths,196895
2020-09-17,deaths_avg7_pc,0.0025207116375178
2020-09-18,cases,6703737
2020-09-18,cases_avg7_pc,0.12072510361170072
2020-09-18,deaths,197830
2020-09-18,deaths_avg7_pc,0.0023998318597819
2020-09-19,cases,6744233
2020-09-19,cases_avg7_pc,0.12155826423028904
2020-09-19,deaths,198493
2020-09-19,deaths_avg7_pc,0.0023890003384794
2020-09-20,cases,6779732
2020-09-20,cases_avg7_pc,0.12261715375282142
2020-09-20,deaths,198703
2020-09-20,deaths_avg7_pc,0.0023088470808409
2020-09-21,cases,6833972
2020-09-21,cases_avg7_pc,0.13032443105082836
2020-09-21,deaths,199131
2020-09-21,deaths_avg7_pc,0.0023019149072073
2020-09-22,cases,6871191
2020-09-22,cases_avg7_pc,0.12966327499052377
2020-09-22,deaths,200066
2020-09-22,deaths_avg7_pc,0.0021567725217538
2020-09-23,cases,6912619
2020-09-23,cases_avg7_pc,0.13066800690654365
2020-09-23,deaths,201152
2020-09-23,deaths_avg7_pc,0.0022035646937806
2020-09-24,cases,6956613
2020-09-24,cases_avg7_pc,0.13036732387518626
2020-09-24,deaths,202026
2020-09-24,deaths_avg7_pc,0.0022230614321251
2020-09-25,cases,7010102
2020-09-25,cases_avg7_pc,0.13273596095361695
2020-09-25,deaths,202870
2020-09-25,deaths_avg7_pc,0.002183634694584
2020-09-26,cases,7052268
2020-09-26,cases_avg7_pc,0.13345950657662395
2020-09-26,deaths,203632
2020-09-26,deaths_avg7_pc,0.0022265275189419
2020-09-27,cases,7088675
2020-09-27,cases_avg7_pc,0.13385290743033076
2020-09-27,deaths,203897
2020-09-27,deaths_avg7_pc,0.0022503568658074
2020-09-28,cases,7124916
2020-09-28,cases_avg7_pc,0.12605464535338284
2020-09-28,deaths,204242
2020-09-28,deaths_avg7_pc,0.0022143962150831
2020-09-29,cases,7167411
2020-09-29,cases_avg7_pc,0.12834052960906245
2020-09-29,deaths,205154
2020-09-29,deaths_avg7_pc,0.0022044312154848
2020-09-30,cases,7209135
2020-09-30,cases_avg7_pc,0.12846877482128405
2020-09-30,deaths,206119
2020-09-30,deaths_avg7_pc,0.0021520066523807
2020-10-01,cases,7255171
2020-10-01,cases_avg7_pc,0.12935349348127226
2020-10-01,deaths,206962
2020-10-01,deaths_avg7_pc,0.0021385755659656
2020-10-02,cases,7308004
2020-10-02,cases_avg7_pc,0.12906927436229465
2020-10-02,deaths,207818
2020-10-02,deaths_avg7_pc,0.0021437746961908
2020-10-03,cases,7355072
2020-10-03,cases_avg7_pc,0.13119311905928885
2020-10-03,deaths,208518
2020-10-03,deaths_avg7_pc,0.0021169125233606
2020-10-04,cases,7389914
2020-10-04,cases_avg7_pc,0.13051506582575234
2020-10-04,deaths,208845
2020-10-04,deaths_avg7_pc,0.0021437746961908
2020-10-05,cases,7451564
2020-10-05,cases_avg7_pc,0.14152379081676128
2020-10-05,deaths,209262
2020-10-05,deaths_avg7_pc,0.002174969477542
2020-10-06,cases,7493930
2020-10-06,cases_avg7_pc,0.14146790016684038
2020-10-06,deaths,209982
2020-10-06,deaths_avg7_pc,0.0020917833939388
2020-10-07,cases,7546865
2020-10-07,cases_avg7_pc,0.1463251875797335
2020-10-07,deaths,210967
2020-10-07,deaths_avg7_pc,0.0021004486109808
2020-10-08,cases,7602653
2020-10-08,cases_avg7_pc,0.15055034740941273
2020-10-08,deaths,211884
2020-10-08,deaths_avg7_pc,0.0021325099140362
2020-10-09,cases,7660962
2020-10-09,cases_avg7_pc,0.1529228838355123
2020-10-09,deaths,212794
2020-10-09,deaths_avg7_pc,0.0021559060000496
2020-10-10,cases,7712068
2020-10-10,cases_avg7_pc,0.15467239115629214
2020-10-10,deaths,213377
2020-10-10,deaths_avg7_pc,0.0021052144803539
2020-10-11,cases,7756522
2020-10-11,cases_avg7_pc,0.15883689446667737
2020-10-11,deaths,213793
2020-10-11,deaths_avg7_pc,0.0021437746961908
2020-10-12,cases,7803883
2020-10-12,cases_avg7_pc,0.15264603015102046
2020-10-12,deaths,214139
2020-10-12,deaths_avg7_pc,0.0021130131756917
2020-10-13,cases,7857871
2020-10-13,cases_avg7_pc,0.15768138777412666
2020-10-13,deaths,214961
2020-10-13,deaths_avg7_pc,0.0021572057826059
2020-10-14,cases,7916673
2020-10-14,cases_avg7_pc,0.16022332919339735
2020-10-14,deaths,215966
2020-10-14,deaths_avg7_pc,0.0021658709996479
2020-10-15,cases,7981367
2020-10-15,cases_avg7_pc,0.16408195034219997
2020-10-15,deaths,216757
2020-10-15,deaths_avg7_pc,0.0021112801322833
2020-10-16,cases,8051393
2020-10-16,cases_avg7_pc,0.1691584677462557
2020-10-16,deaths,217631
2020-10-16,deaths_avg7_pc,0.0020956827416077
2020-10-17,cases,8103904
2020-10-17,cases_avg7_pc,0.16976719924345618
2020-10-17,deaths,218306
2020-10-17,deaths_avg7_pc,0.0021355427400009
2020-10-18,cases,8151143
2020-10-18,cases_avg7_pc,0.1709738307165547
2020-10-18,deaths,218688
2020-10-18,deaths_avg7_pc,0.0021208118710295
2020-10-19,cases,8215708
2020-10-19,cases_avg7_pc,0.17842765041608313
2020-10-19,deaths,219200
2020-10-19,deaths_avg7_pc,0.0021927331724781
2020-10-20,cases,8275475
2020-10-20,cases_avg7_pc,0.180931464880369
2020-10-20,deaths,220128
2020-10-20,deaths_avg7_pc,0.0022386588228007
2020-10-21,cases,8339443
2020-10-21,cases_avg7_pc,0.18316969044231765
2020-10-21,deaths,221329
2020-10-21,deaths_avg7_pc,0.0023235779498123
2020-10-22,cases,8414272
2020-10-22,cases_avg7_pc,0.18756078917835112
2020-10-22,deaths,222147
2020-10-22,deaths_avg7_pc,0.002335275992819
2020-10-23,cases,8497534
2020-10-23,cases_avg7_pc,0.19329542981674677
2020-10-23,deaths,223069
2020-10-23,deaths_avg7_pc,0.0023560725137198
2020-10-24,cases,8575783
2020-10-24,cases_avg7_pc,0.2044466976280966
2020-10-24,deaths,223936
2020-10-24,deaths_avg7_pc,0.002439258597323
2020-10-25,cases,8634234
2020-10-25,cases_avg7_pc,0.20930441830184185
2020-10-25,deaths,224268
2020-10-25,deaths_avg7_pc,0.002417595554718
2020-10-26,cases,8708114
2020-10-26,cases_avg7_pc,0.21334024313915337
2020-10-26,deaths,224798
2020-10-26,deaths_avg7_pc,0.0024253942500558
2020-10-27,cases,8782054
2020-10-27,cases_avg7_pc,0.21948084919596664
2020-10-27,deaths,225777
2020-10-27,deaths_avg7_pc,0.0024474905535129
2020-10-28,cases,8863796
2020-10-28,cases_avg7_pc,0.22718162758119212
2020-10-28,deaths,226789
2020-10-28,deaths_avg7_pc,0.002365604252466
2020-10-29,cases,8953171
2020-10-29,cases_avg7_pc,0.2334838399358387
2020-10-29,deaths,227790
2020-10-29,deaths_avg7_pc,0.0024448909884003
2020-10-30,cases,9052006
2020-10-30,cases_avg7_pc,0.240231011185592
2020-10-30,deaths,228751
2020-10-30,deaths_avg7_pc,0.0024617881616322
2020-10-31,cases,9135761
2020-10-31,cases_avg7_pc,0.2426165454372547
2020-10-31,deaths,229587
2020-10-31,deaths_avg7_pc,0.0024483570752171
2020-11-01,cases,9209410
2020-11-01,cases_avg7_pc,0.2492012438674705
2020-11-01,deaths,230005
2020-11-01,deaths_avg7_pc,0.0024856175084977
2020-11-02,cases,9301902
2020-11-02,cases_avg7_pc,0.2572650948467557
2020-11-02,deaths,230538
2020-11-02,deaths_avg7_pc,0.002486917291054
2020-11-03,cases,9393419
2020-11-03,cases_avg7_pc,0.26488052084411745
2020-11-03,deaths,231663
2020-11-03,deaths_avg7_pc,0.0025501733754606
2020-11-04,cases,9501326
2020-11-04,cases_avg7_pc,0.276216791039314
2020-11-04,deaths,233267
2020-11-04,deaths_avg7_pc,0.00280666379990381
2020-11-05,cases,9622178
2020-11-05,cases_avg7_pc,0.28985454288086565
2020-11-05,deaths,234370
2020-11-05,deaths_avg7_pc,0.00285085640681801
2020-11-06,cases,9753821
2020-11-06,cases_avg7_pc,0.30406896491656255
2020-11-06,deaths,235606
2020-11-06,deaths_avg7_pc,0.00297000314114551
2020-11-07,cases,9878724
2020-11-07,cases_avg7_pc,0.32189678245877346
2020-11-07,deaths,236613
2020-11-07,deaths_avg7_pc,0.00304409074685461
2020-11-08,cases,9981954
2020-11-08,cases_avg7_pc,0.3347130717247435
2020-11-08,deaths,237067
2020-11-08,deaths_avg7_pc,0.00305968813753021
2020-11-09,cases,10111524
2020-11-09,cases_avg7_pc,0.3507775175989074
2020-11-09,deaths,237800
2020-11-09,deaths_avg7_pc,0.00314634030795021
2020-11-10,cases,10250810
2020-11-10,cases_avg7_pc,0.3714739552428723
2020-11-10,deaths,239256
2020-11-10,deaths_avg7_pc,0.00328974964999531
2020-11-11,cases,10393323
2020-11-11,cases_avg7_pc,0.38646738029064504
2020-11-11,deaths,240675
2020-11-11,deaths_avg7_pc,0.00320959639235681
2020-11-12,cases,10555547
2020-11-12,cases_avg7_pc,0.40439224826372633
2020-11-12,deaths,241839
2020-11-12,deaths_avg7_pc,0.00323602530433491
2020-11-13,cases,10736289
2020-11-13,cases_avg7_pc,0.4256649228409843
2020-11-13,deaths,243223
2020-11-13,deaths_avg7_pc,0.00330014791044571
2020-11-14,cases,10894661
2020-11-14,cases_avg7_pc,0.4401657302999192
2020-11-14,deaths,244426
2020-11-14,deaths_avg7_pc,0.00338506703745731
2020-11-15,cases,11029140
2020-11-15,cases_avg7_pc,0.45370469866719215
2020-11-15,deaths,245035
2020-11-15,deaths_avg7_pc,0.00345222246953281
2020-11-16,cases,11194913
2020-11-16,cases_avg7_pc,0.4693900412957685
2020-11-16,deaths,245818
2020-11-16,deaths_avg7_pc,0.00347388551213781
2020-11-17,cases,11355899
2020-11-17,cases_avg7_pc,0.47879180178633857
2020-11-17,deaths,247414
2020-11-17,deaths_avg7_pc,0.00353454203143181
2020-11-18,cases,11527729
2020-11-18,cases_avg7_pc,0.4914937101873543
2020-11-18,deaths,249318
2020-11-18,deaths_avg7_pc,0.00374467354470031
2020-11-19,cases,11714640
2020-11-19,cases_avg7_pc,0.5021896208431471
2020-11-19,deaths,251267
2020-11-19,deaths_avg7_pc,0.00408478331359881
2020-11-20,cases,11912546
2020-11-20,cases_avg7_pc,0.5096261101085915
2020-11-20,deaths,253213
2020-11-20,deaths_avg7_pc,0.00432827591247901
2020-11-21,cases,12083371
2020-11-21,cases_avg7_pc,0.5150215074997928
2020-11-21,deaths,254617
2020-11-21,deaths_avg7_pc,0.00441536134375111
2020-11-22,cases,12223029
2020-11-22,cases_avg7_pc,0.5172653654528186
2020-11-22,deaths,255452
2020-11-22,deaths_avg7_pc,0.00451327829632571
2020-11-23,cases,12401855
2020-11-23,cases_avg7_pc,0.5229207193552801
2020-11-23,deaths,256475
2020-11-23,deaths_avg7_pc,0.00461726090082971
2020-11-24,cases,12579298
2020-11-24,cases_avg7_pc,0.5300508931982898
2020-11-24,deaths,258677
2020-11-24,deaths_avg7_pc,0.00487981697720231
2020-11-25,cases,12759661
2020-11-25,cases_avg7_pc,0.5337479080492591
2020-11-25,deaths,260974
2020-11-25,deaths_avg7_pc,0.00505008849207761
2020-11-26,cases,12862111
2020-11-26,cases_avg7_pc,0.4971542632200409
2020-11-26,deaths,262133
2020-11-26,deaths_avg7_pc,0.00470781241891861
2020-11-27,cases,13066478
2020-11-27,cases_avg7_pc,0.49995356158545895
2020-11-27,deaths,263537
2020-11-27,deaths_avg7_pc,0.00447298503708041
2020-11-28,cases,13216950
2020-11-28,cases_avg7_pc,0.49113540346266754
2020-11-28,deaths,264722
2020-11-28,deaths_avg7_pc,0.00437810091047051
2020-11-29,cases,13352911
2020-11-29,cases_avg7_pc,0.4895336380924538
2020-11-29,deaths,265529
2020-11-29,deaths_avg7_pc,0.00436596960661171
2020-11-30,cases,13519690
2020-11-30,cases_avg7_pc,0.4843141446072052
2020-11-30,deaths,266787
2020-11-30,deaths_avg7_pc,0.00446778590685521
2020-12-01,cases,13703100
2020-12-01,cases_avg7_pc,0.4868994121116859
2020-12-01,deaths,269379
2020-12-01,deaths_avg7_pc,0.00463675763917421
2020-12-02,cases,13903814
2020-12-02,cases_avg7_pc,0.49571670371277304
2020-12-02,deaths,272243
2020-12-02,deaths_avg7_pc,0.00488241654231491
2020-12-03,cases,14121133
2020-12-03,cases_avg7_pc,0.5454849445326481
2020-12-03,deaths,275088
2020-12-03,deaths_avg7_pc,0.00561289433895552
2020-12-04,cases,14351968
2020-12-04,cases_avg7_pc,0.556952492766031
2020-12-04,deaths,277707
2020-12-04,deaths_avg7_pc,0.00613930627425702
2020-12-05,cases,14556723
2020-12-05,cases_avg7_pc,0.5804711916005754
2020-12-05,deaths,279885
2020-12-05,deaths_avg7_pc,0.00656953430039232
2020-12-06,cases,14727478
2020-12-06,cases_avg7_pc,0.5955460696885427
2020-12-06,deaths,280989
2020-12-06,deaths_avg7_pc,0.00669821277346602
2020-12-07,cases,14930996
2020-12-07,cases_avg7_pc,0.6114636401338447
2020-12-07,deaths,282512
2020-12-07,deaths_avg7_pc,0.00681302689927252
2020-12-08,cases,15149976
2020-12-08,cases_avg7_pc,0.6268747286430417
2020-12-08,deaths,285330
2020-12-08,deaths_avg7_pc,0.00691094385184712
2020-12-09,cases,15369013
2020-12-09,cases_avg7_pc,0.6348133672360702
2020-12-09,deaths,288472
2020-12-09,deaths_avg7_pc,0.00703139036873092
2020-12-10,cases,15594191
2020-12-10,cases_avg7_pc,0.6382183642727239
2020-12-10,deaths,291392
2020-12-10,deaths_avg7_pc,0.00706388493263842
2020-12-11,cases,15872578
2020-12-11,cases_avg7_pc,0.6588207843117834
2020-12-11,deaths,294336
2020-12-11,deaths_avg7_pc,0.00720469470957092
2020-12-12,cases,16079378
2020-12-12,cases_avg7_pc,0.6597068027543279
2020-12-12,deaths,296572
2020-12-12,deaths_avg7_pc,0.00722982383899272
2020-12-13,cases,16262873
2020-12-13,cases_avg7_pc,0.6652265460100819
2020-12-13,deaths,297922
2020-12-13,deaths_avg7_pc,0.00733640600860932
2020-12-14,cases,16463157
2020-12-14,cases_avg7_pc,0.6638253804143904
2020-12-14,deaths,299589
2020-12-14,deaths_avg7_pc,0.00739879557131172
2020-12-15,cases,16665843
2020-12-15,cases_avg7_pc,0.6567658280902731
2020-12-15,deaths,302602
2020-12-15,deaths_avg7_pc,0.00748328143747122
2020-12-16,cases,16910384
2020-12-16,cases_avg7_pc,0.6678157128622314
2020-12-16,deaths,306195
2020-12-16,deaths_avg7_pc,0.00767868208176832
2020-12-17,cases,17146963
2020-12-17,cases_avg7_pc,0.6727553198370235
2020-12-17,deaths,309482
2020-12-17,deaths_avg7_pc,0.00783768881448902
2020-12-18,cases,17396738
2020-12-18,cases_avg7_pc,0.6603588603367384
2020-12-18,deaths,312342
2020-12-18,deaths_avg7_pc,0.00780129490291262
2020-12-19,cases,17589549
2020-12-19,cases_avg7_pc,0.6542979742767113
2020-12-19,deaths,314894
2020-12-19,deaths_avg7_pc,0.00793820533217622
2020-12-20,cases,17768223
2020-12-20,cases_avg7_pc,0.6522092237087372
2020-12-20,deaths,316297
2020-12-20,deaths_avg7_pc,0.00796116815733752
2020-12-21,cases,17969315
2020-12-21,cases_avg7_pc,0.652559298477234
2020-12-21,deaths,318245
2020-12-21,deaths_avg7_pc,0.00808291445677762
2020-12-22,cases,18169876
2020-12-22,cases_avg7_pc,0.6516386191665215
2020-12-22,deaths,321475
2020-12-22,deaths_avg7_pc,0.00817693206168332
2020-12-23,cases,18397045
2020-12-23,cases_avg7_pc,0.6441120116438404
2020-12-23,deaths,324870
2020-12-23,deaths_avg7_pc,0.00809114641296752
2020-12-24,cases,18590164
2020-12-24,cases_avg7_pc,0.6252824950115743
2020-12-24,deaths,327678
2020-12-24,deaths_avg7_pc,0.00788361446481162
2020-12-25,cases,18690465
2020-12-25,cases_avg7_pc,0.5605212624047787
2020-12-25,deaths,328798
2020-12-25,deaths_avg7_pc,0.00712974058215762
2020-12-26,cases,18906302
2020-12-26,cases_avg7_pc,0.5704975267852332
2020-12-26,deaths,330444
2020-12-26,deaths_avg7_pc,0.00673720625015502
2020-12-27,cases,19057606
2020-12-27,cases_avg7_pc,0.5586391772632563
2020-12-27,deaths,331661
2020-12-27,deaths_avg7_pc,0.00665661973166442
2020-12-28,cases,19246174
2020-12-28,cases_avg7_pc,0.5532130183515558
2020-12-28,deaths,333549
2020-12-28,deaths_avg7_pc,0.00663062408053842
2020-12-29,cases,19445060
2020-12-29,cases_avg7_pc,0.5524873064242883
2020-12-29,deaths,337173
2020-12-29,deaths_avg7_pc,0.00680132885626582
2020-12-30,cases,19673865
2020-12-30,cases_avg7_pc,0.553196121178324
2020-12-30,deaths,340957
2020-12-30,deaths_avg7_pc,0.00696986732773272
2020-12-31,cases,19904456
2020-12-31,cases_avg7_pc,0.5694312718282152
2020-12-31,deaths,344399
2020-12-31,deaths_avg7_pc,0.00724455470796412
2021-01-01,cases,20050927
2021-01-01,cases_avg7_pc,0.5894349253696722
2021-01-01,deaths,346301
2021-01-01,deaths_avg7_pc,0.00758336469430632
2021-01-02,cases,20341653
2021-01-02,cases_avg7_pc,0.6218813973225893
2021-01-02,deaths,348668
2021-01-02,deaths_avg7_pc,0.00789574576867042
2021-01-03,cases,20543195
2021-01-03,cases_avg7_pc,0.6436475560103891
2021-01-03,deaths,350000
2021-01-03,deaths_avg7_pc,0.00794557076666192
