date,cases,cases_avg7_pc,deaths,deaths_avg7_pc
2021-04-12,31123107,0.20633181559558372,559707,0.00297823509733541
2021-04-13,31199337,0.21259200164757663,560683,0.00300942987868661
2021-04-14,31274095,0.21340783183208092,561606,0.0022967157769821
2021-04-15,31347296,0.21046902347228663,562515,0.002257289039441
2021-04-16,31424540,0.2090591926595532,563447,0.0022533896917721
2021-04-17,31476773,0.2042573626357289,564115,0.0022403918662091
2021-04-18,31517038,0.2013488825355816,564467,0.0022633546913704
2021-04-19,31585927,0.2005217875689227,564944,0.0022689870824477
2021-04-20,31645855,0.19345876915798849,565770,0.0022039979546327
2021-04-21,31707782,0.18789959916469337,566599,0.0021632714345353
2021-04-22,31773467,0.18464321060030975,567496,0.0021580723043101
2021-04-23,31836077,0.17830287129067834,568361,0.0021290438272194
2021-04-24,31885477,0.177075443296679,569069,0.0021463742613034
2021-04-25,31918055,0.1737449671265863,569350,0.0021156127408043
2021-04-26,31964616,0.16407111882089748,569828,0.0021160460016564
2021-04-27,32015643,0.16021466397635536,570527,0.0020610218734397
2021-04-28,32070122,0.15698773714991454,571455,0.0021039146977976
2021-04-29,32127386,0.15333924751438044,572318,0.0020891838288262
2021-04-30,32185100,0.15121800238249883,573171,0.002083984698601
2021-05-01,32229325,0.1489758774728813,573879,0.002083984698601
2021-05-02,32258322,0.1474243703615112,574188,0.0020961160024598
2021-05-03,32307791,0.14868429291941804,574645,0.0020870175245657
2021-05-04,32348249,0.1441051589735731,575540,0.0021719366515773
2021-05-05,32392758,0.1397855482781361,576301,0.0020995820892766
2021-05-06,32440307,0.13557641909998458,577121,0.0020809518726363
2021-05-07,32487274,0.13092016472246584,577926,0.0020601553517355
2021-05-08,32520351,0.12609017274325504,578518,0.0020098970928919
2021-05-09,32542294,0.12303395069254162,578759,0.0019804353549491
2021-05-10,32578548,0.1173084085320401,579127,0.0019418751391122
2021-05-11,32612405,0.114448453647328,579810,0.001850023838467
2021-05-12,32647805,0.11050188054554907,580647,0.0018829516632266
2021-05-13,32686135,0.10650764875003918,581410,0.0018582557946569
2021-05-14,32726766,0.10376250799113355,582133,0.0018227284047847
2021-05-15,32755576,0.10191378393522284,582682,0.0018040981881444
2021-05-16,32772056,0.09954687990020054,582970,0.0018244614481931
2021-05-17,32800943,0.09635504720277983,583351,0.0018300938392704
2021-05-18,32828680,0.09370349078792783,584211,0.0019067810100921
2021-05-19,32857439,0.09082620546913173,584879,0.0018335599260872
2021-05-20,32886968,0.0870130767097996,585524,0.0017824351455394
2021-05-21,32923566,0.08526573569328029,586215,0.0017685707982722
2021-05-22,32933819,0.07722571406086057,586689,0.0017360762343647
2021-05-23,32947814,0.07614906084339206,586877,0.0016927501491547
2021-05-24,32973128,0.07460101981883875,587292,0.0017074810181261
2021-05-25,32995878,0.07244034794941606,587986,0.0016355597166775
2021-05-26,33019235,0.07009987282637184,588949,0.001763371668047
2021-05-27,33046848,0.06926974503374823,590284,0.002062321655996
2021-05-28,33068687,0.06287524811760431,591037,0.0020891838288262
2021-05-29,33080117,0.06338519614052603,591372,0.0020289605703843
2021-05-30,33087465,0.06050531125661732,591501,0.0020033981801104
2021-05-31,33092857,0.05187388856108108,591650,0.0018881507934518
2021-06-01,33115320,0.05174954269652838,592167,0.0018114636226301
2021-06-02,33132103,0.04890128585482297,592756,0.0016494240639447
2021-06-03,33151540,0.04535894512805336,593369,0.0013366097287285
2021-06-04,33127456,0.02546230701706499,593505,0.0010692877829828
2021-06-05,33137828,0.02500391703554318,593879,0.0010861849562147
2021-06-06,33143926,0.02446234097041818,594129,0.0011386095193188
2021-06-07,33163260,0.0305028637703964,594464,0.0012191960378094
2021-06-08,33177328,0.02686563891701689,594836,0.0011563732142549
2021-06-09,33197929,0.02851982885033469,595406,0.001148141258065
2021-06-10,33213674,0.02692022978438149,595865,0.0010814190868416
2021-06-11,33230393,0.04459857233261785,596378,0.0012447584280833
2021-06-12,33238603,0.04366186237037765,596547,0.0011559399534028
2021-06-13,33245349,0.04394261540253845,596642,0.0010887845213273
2021-06-14,33260389,0.04208219330362105,596852,0.0010346269148148
2021-06-15,33272213,0.04110995595150864,597297,0.0010662549570181
2021-06-16,33286591,0.03841377366889033,597718,0.0010016990900552
2021-06-17,33298721,0.03684753568854883,598005,9.271782234940032e-4
2021-06-18,33311327,0.03506553380386152,598474,9.081147460016032e-4
2021-06-19,33318820,0.03475488577290582,598643,9.081147460016032e-4
2021-06-20,33322839,0.03357338342922911,598732,9.055151808890032e-4
2021-06-21,33338610,0.03389009711211421,599020,9.393095273528032e-4
2021-06-22,33351316,0.03427223318366642,599449,9.323773537192032e-4
2021-06-23,33365342,0.03411972536372722,599847,9.224123541209032e-4
2021-06-24,33380010,0.03521934140635702,600201,9.514408312116034e-4
2021-06-25,33394831,0.03617901419375852,600658,9.462417009864034e-4
2021-06-26,33401584,0.03585840116320452,600783,9.271782234940032e-4
2021-06-27,33405624,0.03586749964109862,600879,9.302110494587032e-4
2021-06-28,33421099,0.03573925442887703,601038,8.743203995378031e-4
2021-06-29,33436793,0.03703383785495183,601417,8.526573569328031e-4
2021-06-30,33452756,0.03787306412546953,601738,8.192962713211029e-4
2021-07-01,33517637,0.0596283912919669,601985,7.729373601464027e-4
2021-07-02,33538018,0.06203732162964291,602250,6.897512765432025e-4
2021-07-03,33541942,0.06081162667905202,602334,6.719875816071023e-4
2021-07-04,33544808,0.06030297843868661,602371,6.464251913332022e-4
2021-07-05,33549328,0.0555566058039311,602412,5.95300410785402e-4
2021-07-06,33576232,0.0604134599559721,602729,5.684382379552021e-4
2021-07-07,33606402,0.06656879688175683,603049,5.68004977103102e-4
2021-07-08,33655598,0.05977310041656831,603414,6.191297576509021e-4
2021-07-09,33690813,0.06620009189661973,603820,6.802195377970023e-4
2021-07-10,33698460,0.06781312204898803,603907,6.815193203533024e-4
2021-07-11,33703917,0.06893570091677913,603937,6.784864943886024e-4
2021-07-12,33739110,0.0822251110332425,604209,7.785697512237027e-4
2021-07-13,33781970,0.08913822118935012,604640,8.279614883631029e-4
2021-07-14,33819930,0.09251332322720912,605033,8.59589530566403e-4
2021-07-15,33855805,0.086741855416385,605367,8.461584441513029e-4
2021-07-16,33907841,0.09402973620955912,605723,8.244954015463029e-4
2021-07-17,33920087,0.09602230286836703,605806,8.227623581379028e-4
2021-07-18,33928929,0.09748889085272552,605842,8.253619232505029e-4
2021-07-19,33987805,0.10774980761300988,606072,8.07164967462303e-4
2021-07-20,34049691,0.11599302858506452,606371,7.499745349851026e-4
2021-07-21,34109658,0.12552780015722922,606765,7.504077958372026e-4
2021-07-22,34174897,0.13825007181829368,607123,7.608060562876027e-4
2021-07-23,34256904,0.15123533281658283,607565,7.980664895682029e-4
2021-07-24,34278127,0.15512471548588455,607666,8.058651849060028e-4
2021-07-25,34291551,0.15710991671020674,607714,8.110643151312028e-4
2021-07-26,34384264,0.1717701641627145,607973,8.236288798421028e-4
2021-07-27,34490953,0.19118155011935087,608456,9.033488766285032e-4
2021-07-28,34575736,0.20193335142506452,608956,9.492745269511034e-4
2021-07-29,34673431,0.21599526564082216,609345,9.627056133662032e-4
2021-07-30,34795550,0.2333742249402574,610015,0.001061489087645
2021-07-31,34824512,0.23672723067465937,610157,0.0010792527825811
2021-08-01,34846637,0.24049703334878145,610220,0.0010857516953626
2021-08-02,34982002,0.2589764752125507,610676,0.0011711040832263
2021-08-03,35132081,0.2777756635851698,611339,0.0012490910366043
2021-08-04,35243989,0.28952786419838233,612060,0.0013448416849184
2021-08-05,35369610,0.3016271067541269,612628,0.0014223953774443
2021-08-06,35536869,0.32118450161792106,613473,0.0014982160265618
2021-08-07,35578511,0.326678249222549,613673,0.0015233451559836
2021-08-08,35613687,0.3323327366033062,613799,0.0015506405896659
2021-08-09,35791469,0.3507103621668319,614517,0.0016641549329161
2021-08-10,35953103,0.35571669131284744,615556,0.0018270610133057
2021-08-11,36108065,0.3743703040391609,615888,0.0016585225418388
2021-08-12,36245462,0.3794723838334905,616893,0.0018478575342065
2021-08-13,36431381,0.3875570313336766,617971,0.0019488073127458
2021-08-14,36480205,0.3906687107734588,618206,0.0019639714425693
2021-08-15,36522764,0.3938674756445131,618379,0.001984334702618
2021-08-16,36781436,0.42891394597088217,619390,0.0021112801322833
2021-08-17,36925307,0.42121793345502984,620371,0.0020861510028615
2021-08-18,37089742,0.4253222135069732,621488,0.00242626077176
2021-08-19,37249046,0.43481365899392793,623206,0.0027351757593073
2021-08-20,37446902,0.43998549378544566,624725,0.00292624379508341
2021-08-21,37524323,0.4523754543729494,625184,0.00302329422595381
2021-08-22,37563880,0.45107480529494515,625355,0.00302242770424961
2021-08-23,37829094,0.4539091977893834,626709,0.00317103617651991
2021-08-24,37978858,0.4564624039908087,628095,0.00334650682162041
2021-08-25,38148731,0.45881847650452856,629545,0.00349078268536971
2021-08-26,38335209,0.470591906899494,631750,0.00370178072034241
2021-08-27,38529871,0.4692080717378865,633504,0.00380359702058591
2021-08-28,38614306,0.4722469633545159,634052,0.00384215723642281
2021-08-29,38655772,0.4730740583211748,634329,0.00388808288674541
2021-08-30,38935224,0.4792428263333746,636048,0.00404622309776191
2021-08-31,39094929,0.4835498724641008,637453,0.00405445505395181
2021-09-01,39305143,0.5010280484986669,639370,0.00425678787188251
2021-09-02,39480070,0.4960234523960598,642297,0.00456960220709871
2021-09-03,39670440,0.49416389681884665,644261,0.00466058698603971
2021-09-04,39735563,0.4857967632430914,644778,0.00464715589962461
2021-09-05,39779296,0.48677896559480216,645143,0.00468528285460941
2021-09-06,39855766,0.3988348113138396,645654,0.00416190374527261
2021-09-07,40156535,0.4599523201544742,647868,0.00451241177462151
2021-09-08,40340005,0.4483651919259118,650047,0.00462592611787171
2021-09-09,40510213,0.44632063396485183,653261,0.00475027198242441
2021-09-10,40685317,0.43970647379669325,655656,0.00493700740967951
2021-09-11,40758811,0.4433333003896223,656336,0.00500762892857181
2021-09-12,40797755,0.4412584141689155,656631,0.00497730066892481
2021-09-13,41082232,0.5313797042316805,658339,0.00549591390888851
2021-09-14,41234649,0.46710459030094104,660968,0.00567571716251002
2021-09-15,41404517,0.46121137619067687,663533,0.00584295585142062
2021-09-16,41558802,0.4543125636426885,666939,0.00592614193502382
2021-09-17,41724699,0.4503235309774038,669500,0.00599806323647242
2021-09-18,41792555,0.447880806293264,670316,0.00605698671235802
2021-09-19,41832222,0.44819405388933226,670616,0.00605915301661852
2021-09-20,42039850,0.4148983906662992,672864,0.00629311387675252
2021-09-21,42169558,0.4050594699759603,675213,0.00617180083816452
2021-09-22,42316621,0.39517895624381977,677985,0.00626148583454922
2021-09-23,42444089,0.383560199973054,681133,0.00614970453470742
2021-09-24,42583675,0.3721606736934509,683874,0.00622769148808542
2021-09-25,42634946,0.3649750424613724,684493,0.00614233910022172
2021-09-26,42668956,0.3625240858210426,684790,0.00614103931766542
2021-09-27,42863184,0.3567183904029026,687161,0.00619433040247372
2021-09-28,42976492,0.3496129124284626,689471,0.00617743322924182
2021-09-29,43104711,0.3414485449314902,691979,0.00606305236428742
2021-09-30,43220229,0.3362710777488952,694716,0.00588498215407432
2021-10-01,43345717,0.33016296625598934,697156,0.00575457063759222
2021-10-02,43389793,0.32704565442512984,697796,0.00576366911548632
2021-10-03,43415426,0.32341622826708816,698044,0.00574243933373342
2021-10-04,43587667,0.3138901219119654,700071,0.00559339760061101
2021-10-05,43686208,0.30749215890900466,702092,0.00546818521435411
2021-10-06,43811669,0.30629722547891286,704613,0.00547381760543141
2021-10-07,43916680,0.30174495370589816,707055,0.00534600565406191
2021-10-08,44029330,0.2961827508866383,709492,0.00534470587150561
2021-10-09,44066547,0.29321101470208444,710003,0.00528881522158471
2021-10-10,44089586,0.29208713605173703,710482,0.00538889847841981
2021-10-11,44212740,0.27081966060470425,711640,0.00501239479794491
2021-10-12,44324118,0.27638143016311195,714161,0.00522902522399491
2021-10-13,44430336,0.2680441915861516,716390,0.00510251305518171
2021-10-14,44519129,0.2610175670867938,718427,0.00492704241008121
2021-10-15,44617360,0.2547703788603639,720598,0.00481179502342261
2021-10-16,44650793,0.25313091979601754,720983,0.00475720415605801
2021-10-17,44672805,0.2526859609009108,721165,0.00462852568298431
2021-10-18,44794461,0.252036936144465,723033,0.00493614088797531
2021-10-19,44877961,0.23995849010962111,725165,0.00476760241650841
2021-10-20,44964442,0.23140722067172345,728167,0.00510251305518171
2021-10-21,45046044,0.2282916418842723,730041,0.00503189153628941
2021-10-22,45133088,0.22344475273182957,732171,0.00501412784135331
2021-10-23,45162782,0.22182479040582767,732619,0.00504142327503561
2021-10-24,45179745,0.2196372563635748,732766,0.00502625914521211
2021-10-25,45285031,0.21254477621469772,734177,0.00482825893580241
2021-10-26,45372283,0.21417037093177693,735908,0.00465452133411031
2021-10-27,45466615,0.21757190188161404,737917,0.00422429330797501
2021-10-28,45552546,0.21944748811035497,739694,0.00418226700532131
2021-10-29,45640968,0.22004452156454876,741710,0.00413287526818191
2021-10-30,45670259,0.21986991744115247,742031,0.00407785113996521
2021-10-31,45688974,0.22062899045403167,742186,0.00408131722678201
2021-11-01,45813410,0.22892593577174672,743333,0.00396693636182761
2021-11-02,45890311,0.2244412526916596,744849,0.00387378527862611
2021-11-03,45974893,0.22021695938368455,746723,0.00381529506359261
2021-11-04,46057720,0.2188721176987662,747839,0.00352890964035451
2021-11-05,46149246,0.22021695938368455,750160,0.00366105420024501
2021-11-06,46181037,0.22130011151393456,750557,0.00369398202500461
2021-11-07,46202883,0.2226566512418597,750688,0.00368358376455421
2021-11-08,46329199,0.2234711816438077,751907,0.00371477854590541
2021-11-09,46412692,0.2263272371808509,753616,0.00379839789036071
2021-11-10,46510878,0.2322213178128193,755248,0.00369354876415251
2021-11-11,46575314,0.22425321748184815,755965,0.0035206776841646102
2021-11-12,46704474,0.24055855638977963,758022,0.00340629681921021
2021-11-13,46765612,0.2532734626163584,758489,0.00343662507885721
2021-11-14,46789078,0.25397534519676035,758631,0.00344139094823031
2021-11-15,46937565,0.2635811715486695,759822,0.00342925964437151
2021-11-16,47027948,0.26656633881963854,761265,0.00331401225771291
2021-11-17,47142098,0.27348291506256295,762882,0.00330751334493141
2021-11-18,47252142,0.2932430760051398,766211,0.00443919069061661
2021-11-19,47371559,0.28902181552312955,768200,0.00440972895267381
2021-11-20,47412398,0.2802270534863516,768524,0.00434777265082351
2021-11-21,47443628,0.28359089074205596,768646,0.00433910743378151
2021-11-22,47602440,0.28806430903998853,769788,0.00431787765202861
2021-11-23,47695142,0.2890690409560084,771264,0.00433217526014791
2021-11-24,47814778,0.291445909990629,772898,0.00433954069463361
2021-11-25,47845449,0.2570566963768956,773275,0.00306055465923441
2021-11-26,47896832,0.22758022756512408,773819,0.0024344927279499
2021-11-27,47921436,0.2205462376312806,774009,0.0023764357737685
2021-11-28,47945339,0.21737173536794388,774129,0.0023755692520643
2021-11-29,48161554,0.24224220806104024,776003,0.0026927161958015
2021-11-30,48270624,0.2493338216882131,777560,0.0027278103248216
2021-12-01,48409779,0.257790640260353,779525,0.00287121966686671
2021-12-02,48548061,0.30441427381568625,780878,0.00329408225851631
2021-12-03,48701085,0.34845134008398254,783038,0.00399423179550991
2021-12-04,48759073,0.3629153203704889,783528,0.00412421005113991
2021-12-05,48793491,0.3674710582303205,783688,0.00414154048522391
2021-12-06,48990744,0.3592555659528002,785029,0.00391061245105461
2021-12-07,49104695,0.3613703121719003,786802,0.00400419679510821
2021-12-08,49253570,0.3655816076543124,788681,0.00396693636182761
2021-12-09,49376572,0.3589613818342244,789974,0.00394094071070161
2021-12-10,49541456,0.3640998555401304,792077,0.00391624484213191
2021-12-11,49592801,0.36122170369963,792493,0.00388418353907651
2021-12-12,49628629,0.36183260150109103,792685,0.00389804788634371
2021-12-13,49831488,0.3642614618379637,793973,0.00387508506118241
2021-12-14,49948054,0.3653944389662051,795707,0.00385818788795051
2021-12-15,50093052,0.3637146866426134,797797,0.00394960592774361
2021-12-16,50238803,0.3735709377670364,798958,0.00389241549526641
2021-12-17,50408745,0.37576237115695815,801053,0.00388894940844961
2021-12-18,50481599,0.3850813788247771,801521,0.00391147897275881
2021-12-19,50551269,0.3997437925815454,801682,0.00389804788634371
2021-12-20,50851591,0.4419706950097679,803100,0.00395437179711671
2021-12-21,51040139,0.4731576776656302,805187,0.00410731287790801
2021-12-22,51280498,0.5144738657827385,807273,0.00410557983449961
2021-12-23,51539892,0.5637109287979388,810556,0.00502495936265581
2021-12-24,51723817,0.5697692152928532,811558,0.00455140525131051
2021-12-25,51764911,0.5560088506301571,811654,0.00439023221432931
2021-12-26,51948005,0.6051510295187478,811733,0.00435470482445711
2021-12-27,52489476,0.7096314507418109,813473,0.00449421481883331
2021-12-28,52868208,0.7920307326375977,815968,0.00467098524649011
2021-12-29,53348904,0.8961593460487557,818064,0.00467531785501111
2021-12-30,53918862,1.0307145693203408,819470,0.00386208723561941
2021-12-31,54350565,1.1380670767319747,820658,0.00394267375411001
2022-01-01,54511593,1.1900297837677365,820927,0.00401762788152331
2022-01-02,54772122,1.2235793378501,821154,0.00408175048763411
2022-01-03,55785074,1.4278535976590607,822799,0.00404059070668461
2022-01-04,56668612,1.646566275364254,825157,0.00398123396994691
2022-01-05,57364371,1.7397446539994368,827276,0.00399119896954521
2022-01-06,58108255,1.8150999809617816,829234,0.00423035895990441
2022-01-07,58995340,2.0123991743127845,831897,0.00486941871675191
2022-01-08,59434926,2.1330874507520563,832583,0.00505008849207761
2022-01-09,59740695,2.152688171701061,832971,0.00511984348926571
2022-01-10,61167307,2.3319108557807473,834655,0.00513674066249761
2022-01-11,61934908,2.2816798923708297,837314,0.00526715217897971
2022-01-12,62806255,2.3577552988693644,840047,0.00553317434216911
2022-01-13,63661126,2.4058416210613873,842278,0.00565145455479242
2022-01-14,64580619,2.4198827387562445,845241,0.00578143281042242
2022-01-15,64995034,2.408977129848035,846219,0.00590794497923562
2022-01-16,65326971,2.420314699825788,846611,0.00590967802264402
2022-01-17,66032612,2.1079461900263983,847376,0.00551151129956411
2022-01-18,67210333,2.2856351306896503,850336,0.00564192281604621
2022-01-19,68056471,2.2747130578690613,853689,0.00591054454434822
2022-01-20,68799534,2.2262710285174645,856331,0.00608861475456132
2022-01-21,69619876,2.1833127817708973,860159,0.00646338539162782
2022-01-22,69951353,2.1473789932194274,861050,0.00642569169749512
2022-01-23,70147082,2.0883653990765905,861598,0.00649328039042272
2022-01-24,71174431,2.227748881283978,863762,0.00709941232251062
2022-01-25,71684925,1.9386655427198496,866707,0.00709291340972912
2022-01-26,72363566,1.866095649775656,870575,0.00731604274856062
2022-01-27,72891169,1.7727452665821894,873645,0.00750147839325942
2022-01-28,73442549,1.656214561279669,877486,0.00750711078433672
2022-01-29,73683243,1.616881841343475,878764,0.00767478273409942
2022-01-30,73784897,1.576122826682167,879108,0.00758639752027102
2022-01-31,74445396,1.4171810830892813,881673,0.00776013512196312
2022-02-01,74741143,1.3241396148833624,885243,0.00803092315452562
2022-02-02,75063118,1.1696101998082635,888848,0.00791697555042332
2022-02-03,75373233,1.0753811636067383,891848,0.00788664729077632
2022-02-04,75684543,0.9713682308430908,895807,0.00793777207132412
2022-02-05,75807361,0.9202971746409512,896661,0.00775406947003372
2022-02-06,75861569,0.8997406802522143,897034,0.00776663403474462
2022-02-07,76208697,0.7639692937687848,899770,0.00784072164045372
2022-02-08,76402006,0.7195869186013648,903111,0.00774150490532282
2022-02-09,76627663,0.6778560998487969,906657,0.00771594251504892
2022-02-10,76799922,0.618128491821699,909908,0.00782469098892602
2022-02-11,76966865,0.555579922386578,912692,0.00731560948770852
2022-02-12,77030106,0.5297675406010163,913436,0.00726795079397752
2022-02-13,77063124,0.5205867431450173,913903,0.00730867731407492
2022-02-14,77268949,0.4593656849607308,916486,0.00724238840370362
2022-02-15,77384122,0.42551241502104503,919317,0.00702142536913262
2022-02-16,77523708,0.3882212202199459,922614,0.00691354341695972
2022-02-17,77626774,0.35824260208059044,925795,0.00688321515731272
2022-02-18,77735848,0.3331702298304155,928277,0.00675237037997852
2022-02-19,77780052,0.3249222429889877,928952,0.00672247538118362
2022-02-20,77805189,0.3215077142135876,929361,0.00669734625176182
2022-02-21,77860326,0.25622050293234255,930118,0.00590621193582722
2022-02-22,77982844,0.2594028038910171,932840,0.00585898650294832
2022-02-23,78066998,0.23538628833740985,935862,0.00573983976862082
2022-02-24,78139762,0.22225761799707555,938759,0.00561679368662442
2022-02-25,78224445,0.21168995255350445,941559,0.00575457063759222
2022-02-26,78249128,0.2032322674596603,942121,0.00570561216130492
2022-02-27,78257706,0.1960579010097364,942312,0.00561116129554712
2022-02-28,78364889,0.21860739531813303,944277,0.00613454040488392
2022-03-01,78408496,0.18441834821806985,946206,0.00579096454916862
2022-03-02,78466275,0.1729910932439323,948546,0.00549548064803641
2022-03-03,78516942,0.16341732819507857,950419,0.00505182153548601
2022-03-04,78566144,0.1480447999017184,952309,0.00465755416007501
2022-03-05,78582250,0.1443287215732567,952613,0.00454577286023321
2022-03-06,78588626,0.1433746811769325,952824,0.00455443807727521
2022-03-07,78651484,0.12417039390759992,954509,0.00443312503868721
2022-03-08,78685013,0.11980399104013612,956076,0.00427628461022701
2022-03-09,78732261,0.115241321006671,957884,0.00404578983690981
2022-03-10,78769978,0.10963059297197598,959439,0.00390801288594201
2022-03-11,78813863,0.10732694502136028,961121,0.00381789462870521
2022-03-12,78824555,0.10498127076809088,961591,0.00388981593015381
2022-03-13,78830562,0.10482139751366598,961734,0.00386035419221101
2022-03-14,78879276,0.09869335602156357,959297,0.0020744529598548
2022-03-15,78927374,0.10500553337580848,960817,0.0020540896998061
2022-03-16,78966292,0.10139647047781546,962850,0.0021515733915286
2022-03-17,79001567,0.10033844747698724,964054,0.0019994988324415
2022-03-18,79037539,0.09691005435431992,965097,0.0017226451479496
2022-03-19,79049437,0.09743256694195254,965428,0.0016624218895077
2022-03-20,79056968,0.09809285648055294,965511,0.0016364262383817
2022-03-21,79102354,0.09665096436476411,966470,0.00310778009211331
2022-03-22,79127783,0.08682937410850919,967467,0.00288118466646501
2022-03-23,79173988,0.08998654593776191,968819,0.0025861340261849
2022-03-24,79211130,0.09079544394863262,969799,0.0024890835953145
2022-03-25,79244482,0.08966030051613061,970630,0.0023972322946693
2022-03-26,79255923,0.08946230030672092,970793,0.0023244444715165
2022-03-27,79262383,0.08899827793412181,970843,0.0023101468633972
2022-03-28,79304408,0.08754208821021371,971751,0.0022880505599401
2022-03-29,79329875,0.0875585521225935,972502,0.0021814683903235
2022-03-30,79374070,0.08668769780987251,973706,0.0021173457842127
2022-03-31,79411303,0.0867271245474136,974575,0.0020692538296296
2022-04-01,79443029,0.086022642401899,975220,0.001988667311139
2022-04-02,79453992,0.0858155437145952,975357,0.0019774025289844
2022-04-03,79458271,0.0848706017961651,975393,0.001971336877055
2022-04-04,79498922,0.0842753013853797,976017,0.0018482907950586
2022-04-05,79529650,0.0865546867282778,976478,0.0017226451479496
2022-04-06,79577139,0.0879818479750952,977587,0.0016814853670001
2022-04-07,79611665,0.08680901084846049,978294,0.0016112971089599
2022-04-08,79654870,0.09178241216971642,978836,0.0015666712411936
2022-04-09,79667681,0.09258307822439722,979105,0.0016238616736708
2022-04-10,79674564,0.09371128948326564,979131,0.0016195290651498
2022-04-11,79723417,0.09726489499218983,979560,0.0015350431989903
2022-04-12,79752265,0.09645036459024184,980151,0.0015913671097633
2022-04-13,79804805,0.09863876515419892,981140,0.0015393758075113
2022-04-14,79860297,0.10772251217932756,981752,0.0014982160265618
2022-04-15,79907915,0.1096344923196449,982475,0.0015766362407919
2022-04-16,79918818,0.10880783061383809,982515,0.001477419505661
2022-04-17,79925285,0.10862759409936448,982531,0.00147308689714
2022-04-18,79984151,0.1129658350114418,982848,0.0014245616817048
2022-04-19,80033718,0.12194256660610173,983301,0.001364771684115
2022-04-20,80094241,0.12540128798841604,983910,0.001200132560317
2022-04-21,80149506,0.12530293777498933,984392,0.001143808649544
2022-04-22,80212834,0.13210946576148036,984882,0.0010428588710047
2022-04-23,80227269,0.13363974309109755,984979,0.0010675547395744
2022-04-24,80235603,0.13444864110196827,985007,0.0010727538697996
2022-04-25,80307904,0.1402695006499318,985359,0.0010879179996231
2022-04-26,80361787,0.1421394544875954,985664,0.0010237953935123
2022-04-27,80443190,0.1511859410794434,986332,0.0010493577837862
2022-04-28,80512191,0.15713721214388904,986793,0.0010402593058921
2022-04-29,80588817,0.16289871495511488,987208,0.0010077647419846
2022-04-30,80605946,0.16406591969067227,987291,0.0010016990900552
2022-05-01,80616108,0.16485792052831108,987311,9.982330032384035e-4
2022-05-02,80708924,0.1737462669091426,987688,0.0010090645245409
2022-05-03,80777302,0.18002638296033213,988347,0.0011624388661843
2022-05-04,80874900,0.18704304246009168,990279,0.0017100805832387
2022-05-05,80962160,0.19495395235858556,990962,0.0018062644924049
2022-05-06,81050578,0.2000629643265488,991411,0.0018209953613763
2022-05-07,81075343,0.2033713441931844,991503,0.0018248947090452
2022-05-08,81087108,0.2040658613391007,991521,0.001824028187341
2022-05-09,81191299,0.20899420353173823,991848,0.001802365144736
2022-05-10,81284183,0.21961169397330088,992147,0.00164639123798
2022-05-11,81440432,0.24502287620981805,992705,0.0010510908271946
2022-05-12,81549215,0.2543479495295664,993072,0.00091418039793100315
2022-05-13,81658093,0.2632124665635324,993490,9.007493115159032e-4
2022-05-14,81678836,0.2614698914163862,993533,8.79519529763003e-4
2022-05-15,81690567,0.2614551605474148,993557,8.821190948756029e-4
2022-05-16,81836686,0.27962092155426366,993877,8.790862689109029e-4
2022-05-17,81970085,0.29717448497709525,994222,8.990162681075032e-4
2022-05-18,82134922,0.30089532917493006,994791,9.037821374806032e-4
2022-05-19,82249133,0.3032470690801289,995189,9.172132238957032e-4
2022-05-20,82381732,0.313524449752793,995580,9.055151808890032e-4
2022-05-21,82414036,0.31853337846392116,995684,9.319440928671032e-4
2022-05-22,82431700,0.3211039150994304,995728,9.406093099091034e-4
2022-05-23,82561750,0.3141418464670355,995977,9.098477894100032e-4
2022-05-24,82693129,0.3132666595457935,996519,9.952001772737e-4
2022-05-25,82873389,0.3199488416677318,997310,0.0010913840864399
2022-05-26,82992227,0.3219535396303985,997643,0.0010632221310534
2022-05-27,83125770,0.3223625378747809,998239,0.0011520406057339
2022-05-28,83134208,0.3120223343785623,998262,0.0011169464767138
2022-05-29,83139137,0.30650475742706873,998266,0.0010996160426298
2022-05-30,83168869,0.2630408952661008,998288,0.0010012658292031
2022-05-31,83350151,0.28466191156844717,998666,9.302110494587032e-4
2022-06-01,83566328,0.3002233415933229,999246,8.387930096656028e-4
2022-06-02,83674335,0.2955306933042278,999611,8.526573569328031e-4
2022-06-03,83809360,0.29617278588704005,1000008,7.664384473649026e-4
2022-06-04,83847825,0.30918230949304676,1000193,8.366267054051029e-4
2022-06-05,83859919,0.3122866234983433,1000210,8.42259096482403e-4
2022-06-06,83994196,0.35758187928113794,1000528,9.705043087040034e-4
2022-06-07,84136302,0.34060845213926827,1000989,0.0010064649594283
2022-06-08,84311090,0.3226762187317014,1002021,0.0012022988645775
2022-06-09,84422033,0.3239482725934669,1002356,0.0011893010390145
2022-06-10,84554062,0.32265022308057534,1002725,0.0011771697351557
2022-06-11,84586538,0.32005542383734836,1002843,0.001148141258065
2022-06-12,84601098,0.321123845098627,1002858,0.0011472747363608
2022-06-13,84724031,0.3162089339924046,1003126,0.0011256116937558
2022-06-14,84858880,0.31306475998871486,1003554,0.0011113140856365
2022-06-15,85026088,0.3097806427297969,1004197,9.427756141696032e-4
2022-06-16,85126253,0.30511095726586307,1004526,9.401760490570032e-4
2022-06-17,85238806,0.2966727689103634,1004825,9.098477894100032e-4
2022-06-18,85250692,0.28775192796562443,1004839,8.647886607916031e-4
